PERIODO_COHORTE;CODIGO;GENERO;EDAD;COLEGIO_PROCEDENCIA;PUNT_TOTAL;PUNT_AREA;ES_DESERTOR
201320;55513549;M;25;INSTITUCIÓN EDUCATIVA ANTONIO NARIÑO;56;56;NO
201320;55513550;F;24;COLEGIO DE EDUCACION P BASICA Y TECNICA DE CHISCAS;41;47;SI
201320;55513551;F;24;IE JUAN JOSE RONDON - SOATÁ;43;43;SI
201320;55513552;F;25;CENTRO EDUCATIVO SAN AGUSTIN;51;54;NO
201320;55513553;M;26;COLEGIO BOSTON;48;50;SI
201320;55513556;F;25;IE TECNICA RAMON IGNACIO AVELLA;47;47;NO
201320;55613501;M;25;IE LEON DE GREIFF;45;46;NO
201320;55613502;M;25;LICEO MODERNO;44;43;SI
201320;55613503;M;33;COLEGIO SALESIANO;52;55;NO
201320;55613504;M;22;I.E. TEC IND JULIO FLOREZ;44;49;NO
201320;55613505;M;26;INSTITUCIÓN EDUCATIVA SAN JERÓNIMO EMILIANI;48;44;NO
201320;55613506;M;26;COLEGIO BÁSICO SAN MARTIN DE TOURS;54;56;NO
201320;55613507;M;26;IE JUAN JOSE RONDON - SOATÁ;49;50;SI
201320;55613508;M;24;IE CENTRO SOCIAL;50;48;NO
201320;55613509;M;25;IE TECNICA RAMON IGNACIO AVELLA;43;47;SI
201320;55613510;M;25;I.E. PLINIO MENDOZA NEIRA;354;40;SI
201320;55613511;M;24;INSTITUCIÓN EDUCATIVA FRANCISCO DE PAULA SANTANDER;54;62;NO
201320;55613512;M;23;IE LUIS MARIA JIMENEZ;49;55;NO
201320;55613513;M;22;INSTITUTO TECNICO INDUSTRIAL FRANCISCO DE PAULA SANTANDER;61;65;NO
201320;55613514;M;23;I.E. SUSANA GUILLEMIN;58;62;NO
201320;55613515;M;28;COLEGIO COLOMBO BRITANICO - DOSQUEBRADAS;403;48;NO
201320;55613516;M;22;COLEGIO MILITAR INOCENCIO CHINCA;50;49;NO
201320;55613517;M;28;I.E. EL ROSARIO - FLORENCIA;45;50;SI
201320;55713504;M;29;COLEGIO COOPERATIVO DE TRABAJADORES DE ACERIAS PAZ DEL RIO;45;42;NO
201320;55713505;F;29;INSTITUCION EDUCATIVA INTEGRADO JOAQUIN GONZALEZ CAMARGO;54;52;NO
201320;55713508;M;25;COLEGIO CIUDAD DEL SOL;40;43;NO
201320;55713509;M;25;IE CENTRO SOCIAL;43;45;SI
201320;55713511;F;27;INSTITUCION EDUCATIVA INTEGRADO JOAQUIN GONZALEZ CAMARGO;45;43;NO
201320;55713513;F;22;IE SAGRADO CORAZON;53;52;NO
201320;55713516;F;30;I.E.T. DE NOBSA;45;49;NO
201320;55713517;F;21;COLEGIO GUILLERMO LEON VALENCIA;57;54;NO
201320;55713518;F;29;INSTITUCIÓN EDUCATIVA TÉCNICO INDUSTRIAL GUSTAVO JIMÉNEZ;47;50;SI
201320;55713520;M;25;INSTITUTO POLITÉCNICO JOSÉ CELESTINO MUTIS - VILLAVICENCIO;47;50;NO
201320;55713521;F;23;I.E.T. DE NOBSA;47;54;NO
201320;55713522;M;22;INSTITUTO TECNICO INDUSTRIAL RAFAEL REYES-DUITAMA;47;51;NO
201320;55713523;M;29;INSTITUCIÓN EDUCATIVA POLITÉCNICO ÁLVARO GONZÁLEZ SANTANA;47;45;SI
201320;55713527;M;25;INSTITUCIÓN EDUCATIVA EMPRESARIALY AGROINDUSTRIAL LOS ANDES INSEANDES;47;50;NO
201320;55713528;F;25;INSTITUCIÓN EDUCATIVA TÉCNICO INDUSTRIAL GUSTAVO JIMÉNEZ;52;54;SI
201320;55713530;F;26;LICEO ANGLO AMERICANO DE SOGAMOSO;54;52;SI
201320;55713531;M;25;LICEO DE LA PRESENTACION;47;44;NO
201320;55713532;F;28;IE LUIS HERNANDEZ VARGAS;52;50;SI
201320;55713533;M;24;COLEGIO DE EDUCACION FORMAL FLEXIBLE SAN MATEO - SOGAMOSO;44;48;SI
201320;55713534;F;30;I.E. JUAN JOSE NEIRA;40;41;SI
201320;55713535;M;22;IE TEC INDUSTRIAL Y MINERA;47;50;NO
201320;55713536;F;25;I.E.T. DE FIRAVITOBA;45;43;SI
201320;55713537;M;33;COLEGIO DE EDUCACION FORMAL FLEXIBLE SAN MATEO - SOGAMOSO;47;48;SI
201320;55713538;M;31;INST COLOMBIANO MAXIMO GORKI;45;48;SI
201320;55713539;M;29;IE JORGE GUILLERMO MOJICA MARQUEZ;46;48;SI
201320;55713540;M;22;INSTITUCIÓN EDUCATIVA COLEGIO DE SUGAMUXI;57;60;NO
201320;55713541;M;25;LICEO ANGLO AMERICANO DE SOGAMOSO;51;46;SI
201320;55713542;F;24;COLEGIO LA PRESENTACIÓN - DUITAMA;54;55;SI
201320;55713545;F;22;I.E.T. DE NOBSA;44;51;NO
201320;55713547;M;22;CENTRO DE DESARROLLO HUMANO  CEDHU;49;53;NO
201320;55713548;F;22;I.E. SUSANA GUILLEMIN;45;44;NO
201320;55713550;F;25;IE JOSE MARIA CORDOBA - FLORIDA;45;43;SI
201320;55713551;F;22;IE CARLOS ARTURO TORRES PEÑA;54;55;NO
201320;55713552;M;26;I.E.T. DE FIRAVITOBA;53;52;NO
201320;55713553;M;27;IE TEC INDUSTRIAL Y MINERA;47;50;SI
201320;55713554;M;27;COL. MIX. SAN MARTIN DE PORRES;45;48;SI
201320;55713556;F;26;LICEO ANGLO AMERICANO DE SOGAMOSO;49;51;SI
201320;55713557;M;26;COLEGIO MILITAR INOCENCIO CHINCA;46;44;SI
201320;55713558;M;25;COLEGIO COOPERATIVO REYES PATRIA;50;50;SI
201320;55713559;M;25;INSTITUTO TECNICO INDUSTRIAL RAFAEL REYES-DUITAMA;43;47;SI
201320;55713560;M;27;COLEGIO MILITAR INOCENCIO CHINCA;53;51;SI
201320;55713561;M;25;COLEGIO GUILLERMO LEON VALENCIA;48;47;SI
201320;55713562;M;26;COLEGIO SUAMOX;44;45;NO
201320;55713563;M;23;INSTITUCIÓN EDUCATIVA POLITÉCNICO ÁLVARO GONZÁLEZ SANTANA;46;49;NO
201320;55713565;M;27;INST TEC EMPRESARIAL;58;60;SI
201320;55713566;F;27;COLEGIO DE BACHILLERATO NUEVA ESPERANZA;42;43;SI
201320;55713568;M;24;COLEGIO SEMINARIO MENOR DIOCESANO;49;51;NO
201320;55713569;F;27;I.E.T. SERGIO CAMARGO;37;41;SI
201320;55713570;M;26;COLEGIO COOPERATIVO REYES PATRIA;56;57;SI
201320;55713571;F;25;COLEGIO GUILLERMO LEON VALENCIA;51;48;SI
201320;55713572;F;28;COLEGIO CIUDAD DEL SOL;46;48;SI
201320;55713573;F;32;INSTITUCIÓN EDUCATIVA POLITÉCNICO ÁLVARO GONZÁLEZ SANTANA;49;49;NO
201320;55713574;M;28;INST. GESTION INFORMATICA Y GUIA ACADEMICA - GIGA;48;54;SI
201320;55713575;F;30;INSTITUCION EDUCATIVA INTEGRADO JOAQUIN GONZALEZ CAMARGO;36;42;SI
201320;55713576;F;29;IE CARLOS ARTURO TORRES PEÑA;44;44;SI
201320;66113501;F;29;COLEGIO BOSTON;242;48;SI
201320;66113503;F;27;IE TECNICA RAMON IGNACIO AVELLA;47;44;SI
201320;66113504;M;31;COLEGIO DE BOYACÁ;338;46;SI
201320;66113505;F;33;IE CARLOS ARTURO TORRES PEÑA;39;41;SI
201320;66113506;F;27;I.E. JOSE JOAQUIN CASAS;53;351;NO
201320;66113509;F;26;I.E.COLEGIO LA NUEVA FAMILIA;296;43;SI
201320;66113510;F;25;I.E. TEC IND ANTONIO RICAURTE;467;49;NO
201320;66113511;F;23;COLEGIO SANTA TERESITA - BARRANQUILLA;272;106;SI
201320;66113512;F;25;INSTITUTO DE EDUCACION MEDIA DIVERSIFICADA INEM CARLOS ARTURO TORRES;351;50;SI
201320;66113513;F;25;COLEGIO ANTONIO NARIÑO;327;51;SI
201320;66113514;F;26;I.E. JUAN JOSE REYES PATRIA;202;60;SI
201320;66113516;F;27;IE SAN AGUSTIN;278;38;NO
201320;66113517;F;31;COLEGIO LA PRESENTACIÓN - DUITAMA;343;49;SI
201320;66113518;F;28;COLEGIO MILITAR INOCENCIO CHINCA;43;44;SI
201320;66113519;F;25;IE FABIO RIVEROS;328;46;SI
201320;66113520;F;24;IE TEC JOSE IGNACIO DE MARQUEZ;417;42;NO
201320;66113521;F;24;INSTITUCIÓN EDUCATIVA GUSTAVO ROJAS PINILLA.;283;45;NO
201320;66113523;M;21;ALIANZA COLOMBO FRANCESA;47;46;NO
201320;66113524;F;24;IE BRAULIO GONZALEZ;43;45;NO
201320;66113525;F;24;ESCUELA NORMAL SUPERIOR LEONOR ALVAREZ PINZON;144;48;NO
201320;66113526;F;29;INSTITUTO TECNICO DE COLOMBIA;44;40;SI
201320;66113527;F;25;IE ANTONIO RICAURTE;302;41;SI
201320;66113528;F;29;COLEGIO CORPORACION SANTO DOMINGO;46;47;SI
201320;66113529;F;24;COLEGIO ANTONIO NARIÑO;53;57;SI
201320;66213503;F;28;LICEO GENERAL DEL CASANARE;44;46;SI
201320;66213504;F;27;INSTITUCIÓN EDUCATIVA MARIANO OSPINA PEREZ;262;42;SI
201320;66213505;F;25;IE JORGE ELIECER GAITAN - YOPAL;42;48;NO
201320;66213506;F;26;ESCUELA DE POLICIA RAFAEL REYES;48;49;SI
201320;66213507;F;26;COLEGIO NACIONALIZADO SAN MIGUEL DE SEMA;50;53;NO
201320;66213508;F;29;COLEGIO SALESIANO;322;48;SI
201320;66213509;F;24;COLEGIO JORGE ELIECER GAITAN;47;50;NO
201320;66213510;M;26;I.E. SAN PEDRO CLAVER - CHITARRAQUE;352;53;SI
201320;66213511;F;29;GIMNASIO MODERNO SANTA SOFIA-DUITAMA;323;43;NO
201320;66213512;F;28;LICEO ANGLO AMERICANO DE SOGAMOSO;296;45;SI
201320;66313502;F;21;INSTITUCIÓN EDUCATIVA JULIUS SIEBER;374;49;NO
201320;66313504;F;26;INSTITUCION EDUCATIVA SAN JERONIMO EMILIANI;263;37;SI
201320;66313505;F;21;INSTITUCION EDUCATIVA INTEGRADO JOAQUIN GONZALEZ CAMARGO;52;54;NO
201320;66313507;F;28;COLEGIO UNIVERSITARIO;293;43;NO
201320;66313508;F;24;INSTITUCION EDUCATIVA DEPARTAMENTAL AGUSTIN PARRA;42;44;NO
201320;66313509;F;27;I.E. EL ROSARIO - FLORENCIA;42;42;NO
201320;66313510;M;27;COLEGIO MAYOR LEON XIII;53;52;SI
201320;66313511;M;32;I.E. TEC IND ANTONIO RICAURTE;332;48;SI
201320;66313512;F;27;IE FRANCISCO DE PAULA SANTANDER;312;41;SI
201320;66413502;M;26;COLEGIO BOSTON;453;64;NO
201320;66413503;F;24;I.E. LAS MERCEDES;366;175;SI
201320;66413504;F;26;COLEGIO CAFAM;47;45;SI
201320;66413505;M;25;INSTITUCIÓN EDUCATIVA URIBESCO;399;170;SI
201320;66413506;F;25;COLEGIO LA PRESENTACIÓN - DUITAMA;352;47;SI
201320;66413508;M;26;COLEGIO UNIVERSITARIO;316;46;NO
201320;66413509;F;30;COLEGIO COOPERATIVO MONSEÑOR ISMAEL PERDOMO;368;50;SI
201320;66413510;F;25;ESCUELA NORMAL SUPERIOR LEONOR ALVAREZ PINZON;372;51;NO
201320;66413512;M;26;COLEGIO UNIVERSITARIO;386;46;SI
201320;66413514;M;28;COLEGIO NUESTRA SEÑORA DE NAZARETH;48;46;NO
201320;66413515;F;25;IE EZEQUIEL MORENO Y DIAZ;48;45;SI
201320;66413516;F;26;I.E. SUAZAPAWA;417;62;SI
201320;66413517;F;24;COLEGIO DOMINGO SAVIO DUITAMA;54;57;NO
201320;66413518;M;25;IE JESUS BERNAL PINZON;314;45;SI
201320;66413519;F;25;COLEGIO LA PRESENTACIÓN - DUITAMA;377;53;NO
201320;66413520;F;26;COLEGIO DEPARTAMENTAL PABLO VI;56;58;NO
201320;66413521;F;37;COLEGIO NUESTRA SEÑORA DE NAZARETH;421;45;NO
201320;66413522;M;34;COLEGIO NACIONAL SAN JOSÉ DE GUANENTA;433;51;SI
201320;66413523;F;24;COLEGIO LA PRESENTACIÓN - DUITAMA;397;55;NO
201320;66413524;F;25;IE CENTRO SOCIAL;51;51;SI
201320;66413525;M;26;COLEGIO INTEGRADO SIMON BOLIVAR;363;53;SI
201320;66413526;M;28;COL CASABLANCA;56;54;SI
201320;66413527;F;26;COLEGIO DE LA PRESENTACION TUNJA;490;57;NO
201320;66413528;F;29;COLEGIO NUESTRA SEÑORA DE LA PRESENTACION;339;50;SI
201320;66413529;M;28;COLEGIO CORPORACION SANTO DOMINGO;265;40;SI
201320;66413530;F;25;COLEGIO LA PRESENTACIÓN - DUITAMA;376;53;NO
201320;66413531;F;28;COL. NTRA SRA DEL ROSARIO-CHIQUINQUIRÁ;300;43;SI
201320;66413532;M;26;UNIVERSIDAD AUTONOMA DE COLOMBIA;322;50;SI
201320;66413533;F;24;INSTITUCIÓN EDUCATIVA TÉCNICA PEDRO JOSÉ SARMIENTO;44;46;NO
201320;66413534;M;25;COL SAN TARSICIO;343;47;SI
201320;66413535;M;24;COLEGIO SAN JOSÉ DE CALASANZ;218;44;SI
201320;66413536;F;25;GIMNASIO CAMPESTRE DEL NORTE;336;49;NO
201320;66413537;F;25;COLEGIO DE LA PRESENTACION TUNJA;360;52;NO
201320;66413539;F;25;COLEGIO NUESTRA SEÑORA DEL ROSARIO - AYAPEL;374;51;SI
201320;66413540;F;25;INSTITUCIÓN EDUCATIVA ALFONSO LÓPEZ PUMAREJO-SAN JOSÉ DEL GUAVIARE;350;53;SI
201320;66413541;F;27;GIMNASIO GIRARDOT;441;44;SI
201320;66413542;M;24;COLEGIO GUILLERMO LEON VALENCIA;399;57;NO
201320;66413543;F;24;ESCUELA NORMAL  SUPERIOR ANTONIA SANTOS;334;153;SI
201320;66413544;M;31;INSTITUCIÓN EDUCATIVA SAN JERÓNIMO EMILIANI;387;55;NO
201320;66413545;F;24;COLEGIO SALESIANO MALDONADO;381;53;NO
201320;66413546;F;25;IE LA MERCED;376;52;SI
201320;66413547;F;24;IE LA MERCED;365;53;SI
201320;66413548;F;26;ESCUELA NORMAL SUPERIOR LEONOR ALVAREZ PINZON;441;62;NO
201320;66413549;F;27;COLEGIO CIUDAD DEL SOL;315;37;SI
201320;66413550;F;24;I.E. JOSE JOAQUIN CASAS;49;51;NO
201320;66413551;F;24;COLEGIO EL DIVINO NIÑO;50;53;SI
201320;66413552;F;25;LICEO COOPERATIVO CAMPESTRE;358;45;SI
201320;66413553;M;24;COLEGIO EL ROSARIO;389;57;NO
201320;66413554;M;26;COL NZADO FEM DE BTO DE VILLAVICENCIO;338;44;NO
201320;66413555;M;26;LICEO CAMPESTRE FRAY ARTURO AYALA;53;52;SI
201320;66413556;M;29;COLEGIO NUESTRA SEÑORA DEL ROSARIO - SOGAMOSO;457;74;NO
201320;66413557;M;26;INSITUCION EDUCATIVA MARIA INMACULADA;386;54;SI
201320;66413558;F;30;I.E. JOSE ANTONIO GALAN - CUMARAL;47;46;SI
201320;66413559;F;24;COL. NUESTRA SEÑORA DE FÁTIMA;379;60;SI
201320;66413560;F;24;IE LA MERCED;51;46;SI
201320;66413562;M;26;GIMNASIO CAMPESTRE DEL NORTE;358;50;NO
201320;66413563;F;24;IE LUCILA PIRAGAUTA;43;45;SI
201320;66413564;M;25;I E ACAD SANTA MARIA GORETTI;47;51;SI
201320;66413565;F;28;COLEGIO JESUS EUCARISTIA;345;50;NO
201320;66413566;F;25;ESCUELA NORMAL SUPERIOR LEONOR ALVAREZ PINZON;379;55;SI
201320;66413567;M;25;COLEGIO DE LOS ANGELES;327;46;SI
201320;66413568;F;26;IE NUESTRA SEÑORA DE FATIMA - PEREIRA;49;48;SI
201320;66413570;M;25;COLEGIO DE BOYACÁ;431;62;NO
201320;66413571;M;25;LICEO MODERNO;41;41;SI
201320;66413572;F;26;IE DE EDUC BAS Y MEDIA TEC JOSE ANTONIO PAEZ;299;46;SI
201320;66413573;M;26;GIMN DE LOS LLANOS;45;45;SI
201320;66413574;F;24;INSTITUCIÓN EDUCATIVA TÉCNICO INDUSTRIAL RAFAEL POMBO;308;41;SI
201320;66413579;F;27;COLEGIO CELESTIN FREINET;328;48;SI
201320;66413580;F;27;CENTRO EDUCATIVO JEAN PIAGET;37;34;NO
201320;66413581;F;26;COL DE NSTRA SRA DEL ROSARIO;367;53;SI
201320;66413582;M;27;GIMN PASCAL;398;55;SI
201320;66513501;F;23;ESCUELA NORMAL SUPERIOR LEONOR ALVAREZ PINZON;385;57;NO
201320;66513503;F;22;COLEGIO SUAMOX;336;45;NO
201320;66513505;F;24;COLEGIO LA PRESENTACIÓN - DUITAMA;458;57;SI
201320;66513507;F;27;INSTITUCIÓN EDUCATIVA ANTONIO NARIÑO;318;51;SI
201320;66513508;M;26;INSTITUCIÓN EDUCATIVA ANTONIO NARIÑO;45;46;NO
201320;66513509;F;33;I.E. NORMAL SUPERIOR SOR JOSEFA DEL CASTILLO Y GUEVARA;44;47;NO
201320;66513510;F;28;COLEGIO MAYOR LEON XIII;37;39;SI
201320;66513511;M;24;IE RAMON BARRANTES;269;43;SI
201320;66513512;F;27;COLEGIO ALEJANDRO DE HUMBOLDT;285;37;SI
201320;66513514;F;22;IE TEC NSTRA SEÑORA DEL ROSARIO;326;51;NO
201320;66613501;F;28;ESCUELA NORMAL SUPERIOR SANTIAGO DE TUNJA;48;47;SI
201320;66613503;M;23;COLEGIO LA PRESENTACIÓN - DUITAMA;361;53;NO
201320;66613504;F;22;COL DE LA PRESENTACION DE FATIMA;56;49;NO
201320;66613505;F;24;ITEDRIS COMBITA;291;42;SI
201320;66613507;M;26;COLEGIO GUILLERMO LEON VALENCIA;45;47;SI
201320;66613508;M;28;INSTITUTO SAN FERNANDO FERRINI;361;51;NO
201320;66613509;F;26;CENTRO EDUCATIVO SAN AGUSTIN;320;51;NO
201320;66613510;M;22;INSTITUTO TECNICO INDUSTRIAL RAFAEL REYES-DUITAMA;366;51;NO
201320;66613513;F;29;I.E. JUAN JOSE REYES PATRIA;332;48;NO
201320;66613514;M;27;I.E. ANTONIO NARIÑO;321;45;SI
201320;66613515;F;22;INSTITUCIÓN EDUCATIVA ANTONIO NARIÑO;310;47;NO
201320;66613516;F;33;IE TECNICA RAMON IGNACIO AVELLA;349;45;SI
201320;66613517;F;32;IE TEC JOSE IGNACIO DE MARQUEZ;401;46;SI
201320;66613518;M;26;COLEGIO ANTONIO NARIÑO;45;47;SI
201320;66613519;F;27;INSTITUTO LA MILAGROSA;361;53;SI
201320;66613520;M;25;COLEGIO CORPORACION SANTO DOMINGO;279;39;SI
201320;66613521;F;21;I.E. SAN FELIPE;371;52;NO
201320;66613523;F;26;INSTITUTO TECNICO SANTO TOMAS DE AQUINO;50;52;NO
201320;66613524;F;24;INSTITUTO DE EDUCACION MEDIA DIVERSIFICADA INEM CARLOS ARTURO TORRES;237;41;NO
201320;66613525;F;23;I.E. ANTONIO NARIÑO;292;41;NO
201320;66613526;M;29;I.E. JUAN JOSE NEIRA;303;45;NO
201320;66613527;F;25;COLEGIO NUESTRA SEÑORA DEL ROSARIO - TUNJA;326;48;SI
201320;66613528;F;25;GIMNASIO MODERNO SANTA SOFIA-DUITAMA;358;51;NO
201320;66613529;F;24;IE JUAN JOSE RONDON - SOATÁ;316;43;SI
201320;66613530;F;26;IE GUSTAVO ROMERO HERNANDEZ;287;44;SI
201320;66613531;F;26;INSTITUTO TECNICO INDUSTRIAL RAFAEL REYES-DUITAMA;333;49;NO
201320;66613532;M;24;INSTITUTO DE EDUCACION MEDIA DIVERSIFICADA INEM CARLOS ARTURO TORRES;335;49;NO
201320;66613533;F;25;INSTITUTO DE EDUCACION MEDIA DIVERSIFICADA INEM CARLOS ARTURO TORRES;356;50;SI
201320;66613534;F;24;COLEGIO LICEO NACIONAL AGUSTIN NIETO CABALLERO (IED);341;48;NO
201320;66613535;F;26;IE PANAMERICANO PUENTE BOYACA;386;40;SI
201320;66613536;F;27;COLEGIO BOYACA DE DUITAMA;350;50;SI
201320;66613537;F;25;ESCUELA NORMAL SUPERIOR SANTIAGO DE TUNJA;352;50;NO
201320;66613539;F;22;ESCUELA NORMAL SUPERIOR LEONOR ALVAREZ PINZON;341;47;NO
201320;66613540;F;23;INST TEC EMPRESARIAL;52;53;NO
201320;66613541;F;22;COLEGIO TECNICO MUNICIPAL SIMON BOLIVAR;48;36;NO
201320;66613542;F;23;COLEGIO DIVINO NIÑO;300;45;NO
201320;66613543;F;25;INSTITUCIÓN EDUCATIVA ANTONIO JOSÉ SANDOVAL GÓMEZ DE TUNJA;280;40;SI
201320;66613544;F;28;I.E. TEC Y ACAD ANTONIO NARIÑO;347;54;SI
201320;66613545;F;39;INSTITUTO TECNICO EDUCATIVO DE TUNJA;45;43;NO
201320;66613546;F;30;COL. ADVENTISTA BARBOSA;41;38;SI
201320;66613547;F;32;CEDEBOY EL COCUY;414;93;NO
201320;66613548;M;27;COLEGIO MANUEL ELKIN PATARROYO;39;36;SI
201320;66613549;F;39;ESCUELA SUPERIOR DE BELLAS ARTES;313;64;SI
201320;77113502;M;30;COLEGIO DE BACHILLERATO NUEVA ESPERANZA;46;46;SI
201320;77113505;M;27;COLEGIO CORPORACION SANTO DOMINGO;40;41;NO
201320;77113509;F;27;COL DULCE CORAZON DE MARIA;44;44;SI
201320;77113510;F;25;COLEGIO DEL SAGRADO CORAZON DE JESUS - HNAS. BETHLEMITAS;47;49;SI
201320;77113511;M;27;IE JORGE ELIECER GAITAN;45;45;SI
201320;77113512;F;23;I.E. PABLO VALETTE;48;42;NO
201320;77113514;M;31;COLEGIO CELCO;48;49;SI
201320;77113516;M;26;IE FRANCISCO DE PAULA SANTANDER;40;39;NO
201320;77113517;M;24;INSTITUCION EDUCATIVA TECNICO INDUSTRIAL MARCO AURELIO BERNAL GARAGOA;43;40;NO
201320;77113518;M;31;IE TECNICA  FRANCISCO JOSE DE CALDAS;45;47;NO
201320;77113519;F;25;INST TEC EMPRESARIAL;51;49;SI
201320;77213501;F;25;IE JORGE ELIECER GAITAN - YOPAL;51;49;NO
201320;77213502;M;23;INSTITUCIÓN EDUCATIVA URIBESCO;55;54;NO
201320;77213505;M;26;I.E.T. DE NAZARETH;49;53;SI
201320;77213507;M;25;CENTRO EDUCATIVO SAN AGUSTIN;46;46;NO
201320;77213508;M;25;COLEGIO MILITAR CORONEL JUAN JOSE RONDON;45;46;SI
201320;77213510;F;24;INSTITUCIÓN EDUCATIVA SAN JERÓNIMO EMILIANI;46;49;NO
201320;77213511;F;39;COLEGIO AMERICANO;297;56;SI
201320;77213512;M;26;COLEGIO DE EDUCACION FORMAL FLEXIBLE SAN MATEO - TUNJA;46;42;SI
201320;77213513;F;25;CENTRO EDUCATIVO SAN AGUSTIN;52;53;SI
201320;77213514;F;27;COLEGIO CELCO;42;41;SI
201320;77413525;F;26;GIMNASIO MODERNO SANTA SOFIA-DUITAMA;46;45;NO
201320;77413526;F;34;I.E. SUAZAPAWA;52;53;NO
201320;77413529;M;34;INSTITUCIÓN EDUCATIVA TÉCNICO INDUSTRIAL GUSTAVO JIMÉNEZ;54;58;SI
201320;88113504;F;25;INSTITUTO TÉCNICO BOLIVARIANO ESDISEÑOS;41;46;SI
201320;88113506;F;25;INSTITUCIÓN EDUCATIVA MARÍA MADRE DE LA IGLESIA;36;34;SI
201320;88113507;F;25;I.E. SAN IGNACIO DE LOYOLA;44;41;SI
201320;88113514;F;25;COL. NUESTRA SEÑORA DE FÁTIMA;39;37;SI
201320;88113516;F;23;INST TEC EMPRESARIAL;48;53;NO
201320;88113523;F;25;I.E.D. ESCUELA NORMAL SUPERIOR MARIA AUXILIADORA;46;44;SI
201320;88113525;F;26;IE NORMAL SUPERIOR DE MONTERREY;42;41;SI
201320;88213501;F;22;INSTITUCIÓN EDUCATIVA MAGDALENA;50;54;NO
201320;88213503;F;27;INST EDUC JUAN LOZANO Y LOZANO;50;50;SI
201320;88213504;F;22;INSTITUCIÓN EDUCATIVA TÉCNICO INDUSTRIAL GUSTAVO JIMÉNEZ;47;51;NO
201320;88213507;F;23;LICEO ANGLO AMERICANO DE SOGAMOSO;51;53;NO
201320;88213509;F;28;COLEGIO NUESTRA SEÑORA DEL ROSARIO - AYAPEL;50;50;NO
201320;88213510;M;27;INSTITUCIÓN EDUCATIVA TÉCNICA PEDRO JOSÉ SARMIENTO;40;39;SI
201320;88213511;M;28;INSTITUCIÓN EDUCATIVA COLEGIO EMPRESARIAL DE BOYACÁ;49;55;NO
201320;88213512;M;26;INSTITUCION EDUCATIVA INTEGRADO JOAQUIN GONZALEZ CAMARGO;46;44;SI
201320;88213514;M;29;COLEGIO TECNICO MUNICIPAL SIMON BOLIVAR;41;37;SI
201320;88213515;F;25;COLEGIO CELCO;44;57;SI
201320;88213520;F;27;COLEGIO TECNICO MUNICIPAL FRANCISCO DE PAULA SANTANDER;45;46;NO
201320;88213521;F;35;INSTITUCION EDUCATIVA INTEGRADO JOAQUIN GONZALEZ CAMARGO;47;44;NO
201320;88213523;F;23;COLEGIO SAN JOSE DE CALASANZ - DUITAMA;52;48;NO
201320;88213525;F;31;COLEGIO ALEJANDRO DE HUMBOLDT;44;43;SI
201320;88213526;F;28;COLEGIO CELCO;54;55;SI
201320;88213528;F;25;COLEGIO ORLANDO HIGUITA ROJAS (IED);46;47;SI
201320;88213529;M;33;IE JESUS BERNAL PINZON;51;49;SI
201410;11314001;M;29;COLEGIO SALESIANO;455;52;SI
201410;11314002;F;30;ESCUELA NORMAL  SUPERIOR ANTONIA SANTOS;486;51;NO
201410;11314003;M;27;COLEGIO JESUS EUCARISTIA;345;49;SI
201410;11314005;M;29;COLEGIO MILITAR CORONEL JUAN JOSE RONDON;39;37;SI
201410;11314006;M;27;COLEGIO BOYACA DE DUITAMA;381;59;SI
201410;11314008;F;27;COLEGIO COLOMBO BRITANICO - TUNJA;268;32;SI
201410;11314009;F;28;COLEGIO LA PRESENTACIÓN - DUITAMA;373;45;SI
201410;11314010;M;25;IE FRANCISCO JOSE DE CALDAS;309;40;SI
201410;11314012;F;31;INSTITUTO DE EDUCACION MEDIA DIVERSIFICADA INEM CARLOS ARTURO TORRES;46;41;NO
201410;11414001;M;24;I.E. TEC IND ANTONIO RICAURTE;364;41;NO
201410;11414002;M;24;IE JOSE MARIA CORDOBA - FLORIDA;42;43;NO
201410;11414003;M;26;IE LAS MERCEDES;324;168;SI
201410;11414006;M;25;IE TEC SEÑOR DE LOS MILAGROS;375;47;SI
201410;11414007;M;26;IE VADO CASTRO;44;41;NO
201410;11414008;M;25;I.E. INEM JOSE EUSTASIO RIVERA;42;43;SI
201410;11414010;M;25;IE ESCUELA NORMAL SUPERIOR - SOCHA;46;42;SI
201410;11714001;M;25;INST TEC EMPRESARIAL;50;48;SI
201410;11714003;F;26;COLEGIO RETOS;45;45;SI
201410;11714004;F;23;COL COOP COOSERVICIOS;462;53;NO
201410;11714005;F;24;COLEGIO DE BACHILLERATO NUEVA ESPERANZA;363;40;NO
201410;11714007;M;25;COLEGIO CORPORACION SANTO DOMINGO;327;42;SI
201410;11714008;M;25;IE DE EDUC BAS Y MEDIA TEC JOSE ANTONIO PAEZ;434;50;SI
201410;11714009;M;23;ESCUELA NORMAL SUPERIOR SANTIAGO DE TUNJA;385;50;NO
201410;11714010;F;26;I.E. JOSE JOAQUIN CASAS;377;52;SI
201410;11714011;M;22;IE ACAD DE PAIPA;526;57;NO
201410;11714012;M;26;COLEGIO JESUS MAESTRO;314;39;SI
201410;11714013;F;24;IE LUIS CARLOS GALAN SARMIENTO LA CHAPARRERA;41;43;NO
201410;11714014;F;22;COLEGIO DE LA PRESENTACION TUNJA;354;47;NO
