,n_semesters,sum_credits,GPA,failed_subjects,FACULTAD,NOMBRE_PROGRAMA,gpa_last_semester,GENERO,EDAD,COLEGIO_PROCEDENCIA,ES_DESERTOR,Codigo,PUNT_TOTAL_NORMALIZED,PUNT_AREA_NORMALIZED
1683,11,158.0,4.163924050632911,1,FACULTAD DE CIENCIAS JURÍDICAS Y SOCIALES,DERECHO Y CIENCIAS POLÍTICAS - SOGAMOSO,4.45,M,26.0,I.E. TECNICO INDUSTRIAL EL PALMAR - ITEIPA,NO,33315052,0.09217577706323687,0.06818181818181819
1684,12,176.0,3.4170454545454536,6,FACULTAD DE CIENCIAS JURÍDICAS Y SOCIALES,DERECHO Y CIENCIAS POLÍTICAS - SOGAMOSO,3.99,M,24.0,INSTITUCIÓN EDUCATIVA NUEVA GRANADA,NO,33315053,0.090032154340836,0.0762987012987013
1685,12,157.0,3.6414012738853505,1,FACULTAD DE CIENCIAS JURÍDICAS Y SOCIALES,DERECHO Y CIENCIAS POLÍTICAS - SOGAMOSO,3.67,M,24.0,INSTITUCIÓN EDUCATIVA POLITÉCNICO ÁLVARO GONZÁLEZ SANTANA,NO,33315055,0.09217577706323687,0.07305194805194805
1686,12,175.0,3.4839999999999995,6,FACULTAD DE CIENCIAS JURÍDICAS Y SOCIALES,DERECHO Y CIENCIAS POLÍTICAS - SOGAMOSO,3.83,F,26.0,INSTITUCIÓN EDUCATIVA COLEGIO DE SUGAMUXI,NO,33315056,0.097534833869239,0.08603896103896104
1687,12,168.0,3.7345238095238096,4,FACULTAD DE CIENCIAS JURÍDICAS Y SOCIALES,DERECHO Y CIENCIAS POLÍTICAS - SOGAMOSO,4.54,F,22.0,GIMNASIO DEL SABER,NO,33315059,0.38263665594855306,0.09415584415584416
1688,10,154.0,4.371428571428572,0,FACULTAD DE CIENCIAS JURÍDICAS Y SOCIALES,DERECHO Y CIENCIAS POLÍTICAS - SOGAMOSO,4.68,F,23.0,COLEGIO NUESTRA SEÑORA DEL ROSARIO - AYAPEL,NO,33315061,0.090032154340836,0.07142857142857142
1689,13,173.0,3.4890173410404626,6,FACULTAD DE CIENCIAS JURÍDICAS Y SOCIALES,DERECHO Y CIENCIAS POLÍTICAS - SOGAMOSO,4.19,F,31.0,COLEGIO NUESTRA SEÑORA DEL ROSARIO - AYAPEL,NO,33315062,0.08788853161843516,0.06493506493506494
1690,13,168.0,3.5392857142857146,4,FACULTAD DE CIENCIAS JURÍDICAS Y SOCIALES,DERECHO Y CIENCIAS POLÍTICAS - SOGAMOSO,3.41,M,39.0,INSTIUCION EDUCATIVA NUESTRA SEÑORA DE MORCA,NO,33315063,0.09217577706323687,0.07792207792207792
1691,1,10.0,2.5199999999999996,4,FACULTAD DE CIENCIAS JURÍDICAS Y SOCIALES,DERECHO Y CIENCIAS POLÍTICAS - SOGAMOSO,2.52,F,25.0,INSTITUCIÓN EDUCATIVA TÉCNICO INDUSTRIAL FROILÁN FARÍAS,SI,33315065,0.08467309753483387,0.06331168831168832
1692,4,46.0,2.8739130434782614,9,FACULTAD DE CIENCIAS JURÍDICAS Y SOCIALES,DERECHO Y CIENCIAS POLÍTICAS - SOGAMOSO,3.29,M,25.0,COLEGIO ALEJANDRO DE HUMBOLDT,SI,33315066,0.08360128617363344,0.06331168831168832
1693,1,15.0,3.746666666666667,0,FACULTAD DE CIENCIAS JURÍDICAS Y SOCIALES,DERECHO Y CIENCIAS POLÍTICAS - SOGAMOSO,3.75,F,25.0,INSTITUCION EDUCATIVA INTEGRADO JOAQUIN GONZALEZ CAMARGO,SI,33315068,0.08896034297963558,0.06493506493506494
1694,2,33.0,1.9363636363636365,12,FACULTAD DE CIENCIAS JURÍDICAS Y SOCIALES,DERECHO Y CIENCIAS POLÍTICAS - SOGAMOSO,2.49,F,29.0,LICEO ANGLO AMERICANO DE SOGAMOSO,SI,33315070,0.08896034297963558,0.07467532467532467
1695,8,93.0,3.596774193548388,1,FACULTAD DE CIENCIAS JURÍDICAS Y SOCIALES,DERECHO Y CIENCIAS POLÍTICAS - SOGAMOSO,3.65,M,53.0,COL LATINO FRANCES,NO,33315072,0.40085744908896037,0.08766233766233766
1696,2,29.0,3.368965517241379,0,FACULTAD DE CIENCIAS JURÍDICAS Y SOCIALES,DERECHO Y CIENCIAS POLÍTICAS - SOGAMOSO,3.34,M,43.0,COLEGIO ALEJANDRO DE HUMBOLDT,SI,33315073,0.08467309753483387,0.06493506493506494
1697,8,126.0,3.8880952380952385,0,FACULTAD DE CIENCIAS JURÍDICAS Y SOCIALES,DERECHO Y CIENCIAS POLÍTICAS - SOGAMOSO,3.8,M,23.0,LICEO ANGLO AMERICANO DE SOGAMOSO,NO,33315501,0.3504823151125402,0.09253246753246754
1698,1,16.0,3.9375,0,FACULTAD DE CIENCIAS JURÍDICAS Y SOCIALES,DERECHO Y CIENCIAS POLÍTICAS - SOGAMOSO,3.94,M,30.0,IE TECNICA RAMON IGNACIO AVELLA,SI,33315502,0.09110396570203644,0.05844155844155845
1699,9,141.0,3.613475177304964,4,FACULTAD DE CIENCIAS JURÍDICAS Y SOCIALES,DERECHO Y CIENCIAS POLÍTICAS - SOGAMOSO,4.28,F,23.0,COLEGIO CELCO,NO,33315503,0.34726688102893893,0.09415584415584416
1700,10,154.0,3.8909090909090907,0,FACULTAD DE CIENCIAS JURÍDICAS Y SOCIALES,DERECHO Y CIENCIAS POLÍTICAS - SOGAMOSO,4.64,F,22.0,LICEO DE LA PRESENTACION,NO,33315504,0.09539121114683816,0.07954545454545454
1701,12,158.0,4.087341772151898,1,FACULTAD DE CIENCIAS JURÍDICAS Y SOCIALES,DERECHO Y CIENCIAS POLÍTICAS - SOGAMOSO,4.9,M,23.0,INSTITUCIÓN EDUCATIVA POLITÉCNICO ÁLVARO GONZÁLEZ SANTANA,NO,33315505,0.11254019292604502,0.09577922077922078
1702,10,132.0,3.110606060606061,15,FACULTAD DE CIENCIAS JURÍDICAS Y SOCIALES,DERECHO Y CIENCIAS POLÍTICAS - SOGAMOSO,3.23,M,25.0,INST ACAD NUEVA VISION,NO,33315506,0.09217577706323687,0.07954545454545454
1703,12,176.0,3.3971590909090907,13,FACULTAD DE CIENCIAS JURÍDICAS Y SOCIALES,DERECHO Y CIENCIAS POLÍTICAS - SOGAMOSO,3.78,M,29.0,LICEO ANGLO AMERICANO DE SOGAMOSO,NO,33315507,0.08788853161843516,0.06331168831168832
1704,12,157.0,3.6369426751592355,4,FACULTAD DE CIENCIAS JURÍDICAS Y SOCIALES,DERECHO Y CIENCIAS POLÍTICAS - SOGAMOSO,3.67,F,33.0,INSTITUCIÓN EDUCATIVA COLEGIO DE SUGAMUXI,NO,33315508,0.09431939978563772,0.07142857142857142
1705,11,166.0,3.4325301204819274,6,FACULTAD DE CIENCIAS JURÍDICAS Y SOCIALES,DERECHO Y CIENCIAS POLÍTICAS - SOGAMOSO,4.4,M,25.0,INSTITUCIÓN EDUCATIVA TÉCNICO INDUSTRIAL GUSTAVO JIMÉNEZ,NO,33315509,0.3365487674169346,0.07954545454545454
1706,11,167.0,3.702994011976047,4,FACULTAD DE CIENCIAS JURÍDICAS Y SOCIALES,DERECHO Y CIENCIAS POLÍTICAS - SOGAMOSO,4.28,M,24.0,LICEO DE LA PRESENTACION,NO,33315510,0.09860664523043944,0.08116883116883117
1707,7,104.0,3.9913461538461537,1,FACULTAD DE CIENCIAS JURÍDICAS Y SOCIALES,DERECHO Y CIENCIAS POLÍTICAS - SOGAMOSO,4.35,M,23.0,COLEGIO SALESIANO,NO,33315511,0.3804930332261522,0.09740259740259741
1708,1,15.0,3.4866666666666664,1,FACULTAD DE CIENCIAS JURÍDICAS Y SOCIALES,DERECHO Y CIENCIAS POLÍTICAS - SOGAMOSO,3.49,F,23.0,COLEGIO SEMINARIO DIOCESANO,SI,33315512,0.08467309753483387,0.06493506493506494
1709,8,98.0,3.0122448979591843,14,FACULTAD DE CIENCIAS JURÍDICAS Y SOCIALES,DERECHO Y CIENCIAS POLÍTICAS - SOGAMOSO,2.01,F,24.0,INSTITUCIÓN EDUCATIVA POLITÉCNICO ÁLVARO GONZÁLEZ SANTANA,NO,33315513,0.10289389067524116,0.09253246753246754
1710,12,157.0,3.6611464968152863,1,FACULTAD DE CIENCIAS JURÍDICAS Y SOCIALES,DERECHO Y CIENCIAS POLÍTICAS - SOGAMOSO,4.06,F,23.0,INSTITUCION EDUCATIVA INTEGRADO JOAQUIN GONZALEZ CAMARGO,NO,33315514,0.097534833869239,0.09415584415584416
1711,12,175.0,3.3611428571428568,13,FACULTAD DE CIENCIAS JURÍDICAS Y SOCIALES,DERECHO Y CIENCIAS POLÍTICAS - SOGAMOSO,3.91,F,37.0,COLEGIO CIUDAD DEL SOL,NO,33315515,0.0857449088960343,0.08603896103896104
1712,7,103.0,2.8718446601941756,14,FACULTAD DE CIENCIAS JURÍDICAS Y SOCIALES,DERECHO Y CIENCIAS POLÍTICAS - SOGAMOSO,2.55,M,23.0,COLEGIO SAN MATEO,NO,33315516,0.08681672025723472,0.07305194805194805
1713,11,154.0,3.529220779220779,5,FACULTAD DE CIENCIAS JURÍDICAS Y SOCIALES,DERECHO Y CIENCIAS POLÍTICAS - SOGAMOSO,3.62,M,28.0,CENTRO EDUCATIVO ANTONIO NARIÑO,NO,33315517,0.09110396570203644,0.06655844155844157
1714,10,155.0,3.7154838709677427,4,FACULTAD DE CIENCIAS JURÍDICAS Y SOCIALES,DERECHO Y CIENCIAS POLÍTICAS - SOGAMOSO,4.05,M,27.0,COLEGIO TECNICO MUNICIPAL FRANCISCO DE PAULA SANTANDER,NO,33315518,0.09967845659163987,0.07954545454545454
1715,11,161.0,3.9074534161490684,2,FACULTAD DE CIENCIAS JURÍDICAS Y SOCIALES,DERECHO Y CIENCIAS POLÍTICAS - SOGAMOSO,4.67,F,25.0,INSTITUCIÓN EDUCATIVA AGROINDUSTRIAL FRANCISCO MEDRANO,NO,33315519,0.09110396570203644,0.08116883116883117
1716,11,161.0,3.8074534161490683,2,FACULTAD DE CIENCIAS JURÍDICAS Y SOCIALES,DERECHO Y CIENCIAS POLÍTICAS - SOGAMOSO,4.64,M,26.0,INSTITUCIÓN EDUCATIVA POLITÉCNICO ÁLVARO GONZÁLEZ SANTANA,NO,33315520,0.1007502679528403,0.08603896103896104
1717,11,158.0,3.4177215189873418,10,FACULTAD DE CIENCIAS JURÍDICAS Y SOCIALES,DERECHO Y CIENCIAS POLÍTICAS,3.88,M,23.0,COLEGIO CIUDAD DEL SOL,NO,33315521,0.09431939978563772,0.08116883116883117
1718,11,167.0,3.531736526946108,7,FACULTAD DE CIENCIAS JURÍDICAS Y SOCIALES,DERECHO Y CIENCIAS POLÍTICAS - SOGAMOSO,4.08,F,23.0,LICEO DE LA PRESENTACION,NO,33315522,0.10289389067524116,0.08766233766233766
1719,12,158.0,3.6822784810126588,3,FACULTAD DE CIENCIAS JURÍDICAS Y SOCIALES,DERECHO Y CIENCIAS POLÍTICAS - SOGAMOSO,4.5,F,23.0,COLEGIO NUESTRA SEÑORA DEL ROSARIO - AYAPEL,NO,33315523,0.09967845659163987,0.08766233766233766
1720,11,167.0,3.582634730538923,4,FACULTAD DE CIENCIAS JURÍDICAS Y SOCIALES,DERECHO Y CIENCIAS POLÍTICAS - SOGAMOSO,3.93,F,23.0,INSTITUCIÓN EDUCATIVA POLITÉCNICO ÁLVARO GONZÁLEZ SANTANA,NO,33315524,0.09967845659163987,0.07954545454545454
1721,7,90.0,2.838888888888889,14,FACULTAD DE CIENCIAS JURÍDICAS Y SOCIALES,DERECHO Y CIENCIAS POLÍTICAS - SOGAMOSO,3.11,M,23.0,COLEGIO CIUDAD DEL SOL,NO,33315525,0.3354769560557342,0.08603896103896104
1722,3,32.0,2.840625,3,FACULTAD DE CIENCIAS JURÍDICAS Y SOCIALES,DERECHO Y CIENCIAS POLÍTICAS - SOGAMOSO,0.46,M,23.0,INSTITUCION EDUCATIVA INTEGRADO JOAQUIN GONZALEZ CAMARGO,SI,33315527,0.09967845659163987,0.09577922077922078
1723,10,154.0,4.090259740259741,0,FACULTAD DE CIENCIAS JURÍDICAS Y SOCIALES,DERECHO Y CIENCIAS POLÍTICAS - SOGAMOSO,4.65,F,23.0,INSTITUCIÓN EDUCATIVA TÉCNICO INDUSTRIAL GUSTAVO JIMÉNEZ,NO,33315528,0.30010718113612006,0.08116883116883117
1724,12,168.0,3.400595238095238,8,FACULTAD DE CIENCIAS JURÍDICAS Y SOCIALES,DERECHO Y CIENCIAS POLÍTICAS - SOGAMOSO,4.01,F,26.0,INSTITUCIÓN EDUCATIVA POLITÉCNICO ÁLVARO GONZÁLEZ SANTANA,NO,33315529,0.1007502679528403,0.05032467532467533
1725,4,49.0,3.0510204081632653,7,FACULTAD DE CIENCIAS JURÍDICAS Y SOCIALES,DERECHO Y CIENCIAS POLÍTICAS - SOGAMOSO,2.57,F,24.0,LICEO ANGLO AMERICANO DE SOGAMOSO,SI,33315531,0.08467309753483387,0.06006493506493507
1726,1,14.0,3.421428571428571,0,FACULTAD DE CIENCIAS JURÍDICAS Y SOCIALES,DERECHO Y CIENCIAS POLÍTICAS - SOGAMOSO,3.42,M,56.0,COLEGIO SOLEP,SI,33315532,0.3290460878885316,0.1103896103896104
1727,1,17.0,3.1882352941176473,3,FACULTAD DE CIENCIAS JURÍDICAS Y SOCIALES,DERECHO Y CIENCIAS POLÍTICAS - SOGAMOSO,3.19,M,42.0,INST COLOMBIANO MAXIMO GORKI,SI,33315533,0.3140407288317256,0.08441558441558442
1728,7,88.0,3.0693181818181823,13,FACULTAD DE CIENCIAS JURÍDICAS Y SOCIALES,DERECHO Y CIENCIAS POLÍTICAS - SOGAMOSO,2.1,M,23.0,IE SAGRADO CORAZON,NO,33315534,0.34190782422293675,0.08928571428571429
1729,11,166.0,3.5090361445783134,6,FACULTAD DE CIENCIAS JURÍDICAS Y SOCIALES,DERECHO Y CIENCIAS POLÍTICAS - SOGAMOSO,4.06,F,23.0,INSTITUCIÓN EDUCATIVA COLEGIO DE SUGAMUXI,NO,33315536,0.29474812433011793,0.07142857142857142
1730,2,27.0,2.577777777777778,7,FACULTAD DE CIENCIAS JURÍDICAS Y SOCIALES,DERECHO Y CIENCIAS POLÍTICAS - SOGAMOSO,1.24,M,27.0,IE NSTRA SRA DEL CARMEN,SI,33315537,0.082529474812433,0.061688311688311695
1731,12,167.0,3.50059880239521,4,FACULTAD DE CIENCIAS JURÍDICAS Y SOCIALES,DERECHO Y CIENCIAS POLÍTICAS - SOGAMOSO,4.37,M,25.0,INSTITUCIÓN EDUCATIVA POLITÉCNICO ÁLVARO GONZÁLEZ SANTANA,NO,33315538,0.33011789924973206,0.07954545454545454
1732,1,15.0,0.18666666666666668,7,FACULTAD DE CIENCIAS JURÍDICAS Y SOCIALES,DERECHO Y CIENCIAS POLÍTICAS - SOGAMOSO,0.19,M,28.0,COLEGIO DE EDUCACION FORMAL FLEXIBLE SAN MATEO - SOGAMOSO,SI,33315539,0.33976420150053593,0.06980519480519481
1733,3,38.0,2.676315789473684,11,FACULTAD DE CIENCIAS JURÍDICAS Y SOCIALES,DERECHO Y CIENCIAS POLÍTICAS - SOGAMOSO,2.46,M,27.0,COLEGIO INTEGRADO SIMON BOLIVAR,SI,33316001,0.082529474812433,0.06331168831168832
1734,11,158.0,3.8113924050632915,2,FACULTAD DE CIENCIAS JURÍDICAS Y SOCIALES,DERECHO Y CIENCIAS POLÍTICAS - SOGAMOSO,3.97,F,23.0,COLEGIO GUILLERMO LEON VALENCIA,NO,33316004,0.09217577706323687,0.07954545454545454
1735,11,145.0,3.533103448275862,9,FACULTAD DE CIENCIAS JURÍDICAS Y SOCIALES,DERECHO Y CIENCIAS POLÍTICAS - SOGAMOSO,4.42,M,26.0,INSTITUCION EDUCATIVA INTEGRADO JOAQUIN GONZALEZ CAMARGO,NO,33316005,0.09967845659163987,0.08441558441558442
1736,10,154.0,4.279220779220778,0,FACULTAD DE CIENCIAS JURÍDICAS Y SOCIALES,DERECHO Y CIENCIAS POLÍTICAS - SOGAMOSO,4.28,M,27.0,INSTITUCIÓN EDUCATIVA TÉCNICO INDUSTRIAL GUSTAVO JIMÉNEZ,NO,33316006,0.09967845659163987,0.07142857142857142
1737,5,76.0,3.401315789473684,5,FACULTAD DE CIENCIAS JURÍDICAS Y SOCIALES,DERECHO Y CIENCIAS POLÍTICAS - SOGAMOSO,3.51,M,26.0,IE TECNICO INDUSTRIAL,NO,33316009,0.09646302250803858,0.08603896103896104
1738,10,154.0,4.083116883116883,0,FACULTAD DE CIENCIAS JURÍDICAS Y SOCIALES,DERECHO Y CIENCIAS POLÍTICAS - SOGAMOSO,3.95,F,24.0,I.E. JUAN JOSE REYES PATRIA,NO,33316010,0.08467309753483387,0.07142857142857142
1739,10,154.0,3.7467532467532467,0,FACULTAD DE CIENCIAS JURÍDICAS Y SOCIALES,DERECHO Y CIENCIAS POLÍTICAS - SOGAMOSO,4.12,F,22.0,INSTITUCIÓN EDUCATIVA POLITÉCNICO ÁLVARO GONZÁLEZ SANTANA,NO,33316011,0.08788853161843516,0.06655844155844157
1740,10,154.0,3.9110389610389613,0,FACULTAD DE CIENCIAS JURÍDICAS Y SOCIALES,DERECHO Y CIENCIAS POLÍTICAS - SOGAMOSO,4.35,M,24.0,I.E. SAN ANTONIO,NO,33316012,0.10610932475884244,0.09902597402597403
1741,10,154.0,3.8759740259740267,0,FACULTAD DE CIENCIAS JURÍDICAS Y SOCIALES,DERECHO Y CIENCIAS POLÍTICAS - SOGAMOSO,4.32,M,23.0,IE TECNICA RAMON IGNACIO AVELLA,NO,33316013,0.30760986066452306,0.08279220779220779
1742,10,154.0,4.095454545454545,0,FACULTAD DE CIENCIAS JURÍDICAS Y SOCIALES,DERECHO Y CIENCIAS POLÍTICAS - SOGAMOSO,4.14,M,21.0,COLEGIO CELCO,NO,33316014,0.34726688102893893,0.07954545454545454
1743,7,112.0,3.873214285714286,0,FACULTAD DE CIENCIAS JURÍDICAS Y SOCIALES,DERECHO Y CIENCIAS POLÍTICAS - SOGAMOSO,4.32,F,22.0,INSTITUCIÓN EDUCATIVA POLITÉCNICO ÁLVARO GONZÁLEZ SANTANA,NO,33316017,0.29689174705251875,0.07142857142857142
1744,10,154.0,4.270129870129869,0,FACULTAD DE CIENCIAS JURÍDICAS Y SOCIALES,DERECHO Y CIENCIAS POLÍTICAS - SOGAMOSO,4.31,M,23.0,IE JORGE ELIECER GAITAN - AGUAZUL,NO,33316018,0.3354769560557342,0.21753246753246755
1745,6,94.0,3.7117021276595747,4,FACULTAD DE CIENCIAS JURÍDICAS Y SOCIALES,DERECHO Y CIENCIAS POLÍTICAS - SOGAMOSO,3.1,F,22.0,INSTITUCIÓN EDUCATIVA SANTO DOMINGO SAVIO,NO,33316019,0.36441586280814575,0.1038961038961039
1746,10,150.0,3.5833333333333335,3,FACULTAD DE CIENCIAS JURÍDICAS Y SOCIALES,DERECHO Y CIENCIAS POLÍTICAS - SOGAMOSO,3.64,F,22.0,COLEGIO CIUDAD DEL SOL,NO,33316020,0.3108252947481243,0.06980519480519481
1747,10,147.0,3.3952380952380956,7,FACULTAD DE CIENCIAS JURÍDICAS Y SOCIALES,DERECHO Y CIENCIAS POLÍTICAS - SOGAMOSO,3.27,M,25.0,INSTITUCIÓN EDUCATIVA COLEGIO DE SUGAMUXI,NO,33316021,0.34833869239013937,0.26136363636363635
1748,2,27.0,3.1074074074074076,6,FACULTAD DE CIENCIAS JURÍDICAS Y SOCIALES,DERECHO Y CIENCIAS POLÍTICAS - SOGAMOSO,2.81,M,25.0,INSTITUTO POLITÉCNICO JOSÉ CELESTINO MUTIS - VILLAVICENCIO,SI,33316022,0.3461950696677385,0.09577922077922078
1749,7,97.0,3.6298969072164953,1,FACULTAD DE CIENCIAS JURÍDICAS Y SOCIALES,DERECHO Y CIENCIAS POLÍTICAS - SOGAMOSO,3.78,F,30.0,LICEO ANGLO AMERICANO DE SOGAMOSO,NO,33316023,0.4737406216505895,0.17207792207792208
1750,10,154.0,4.024675324675324,0,FACULTAD DE CIENCIAS JURÍDICAS Y SOCIALES,DERECHO Y CIENCIAS POLÍTICAS - SOGAMOSO,4.22,F,22.0,LICEO DE LA PRESENTACION,NO,33316025,0.33011789924973206,0.08116883116883117
1751,11,162.0,3.5962962962962957,5,FACULTAD DE CIENCIAS JURÍDICAS Y SOCIALES,DERECHO Y CIENCIAS POLÍTICAS - SOGAMOSO,4.14,M,32.0,IE JORGE CLEMENTE PALACIOS,NO,33316027,0.09110396570203644,0.07305194805194805
1752,10,160.0,3.3349999999999995,8,FACULTAD DE CIENCIAS JURÍDICAS Y SOCIALES,DERECHO Y CIENCIAS POLÍTICAS - SOGAMOSO,4.17,M,22.0,INSTITUCIÓN EDUCATIVA POLITÉCNICO ÁLVARO GONZÁLEZ SANTANA,NO,33316028,0.35584137191854237,0.09415584415584416
1753,10,143.0,3.248251748251749,8,FACULTAD DE CIENCIAS JURÍDICAS Y SOCIALES,DERECHO Y CIENCIAS POLÍTICAS - SOGAMOSO,3.96,M,31.0,INSTITUCION EDUCATIVA INTEGRADO JOAQUIN GONZALEZ CAMARGO,NO,33316029,0.08681672025723472,0.06655844155844157
1754,10,160.0,3.750000000000001,3,FACULTAD DE CIENCIAS JURÍDICAS Y SOCIALES,DERECHO Y CIENCIAS POLÍTICAS - SOGAMOSO,3.95,F,22.0,INSTITUCIÓN EDUCATIVA POLITÉCNICO ÁLVARO GONZÁLEZ SANTANA,NO,33316030,0.2958199356913183,0.001623376623376624
1755,6,78.0,3.301282051282051,7,FACULTAD DE CIENCIAS JURÍDICAS Y SOCIALES,DERECHO Y CIENCIAS POLÍTICAS - SOGAMOSO,1.85,F,34.0,COLEGIO SAN AGUSTIN (IED),NO,33316031,0.08681672025723472,0.06818181818181819
1756,11,158.0,3.741139240506329,1,FACULTAD DE CIENCIAS JURÍDICAS Y SOCIALES,DERECHO Y CIENCIAS POLÍTICAS - SOGAMOSO,4.29,F,22.0,INSTITUCION EDUCATIVA INTEGRADO JOAQUIN GONZALEZ CAMARGO,NO,33316032,0.33762057877813506,0.003246753246753246
1757,5,50.0,2.866,12,FACULTAD DE CIENCIAS JURÍDICAS Y SOCIALES,DERECHO Y CIENCIAS POLÍTICAS - SOGAMOSO,3.1,M,23.0,INSTITUCIÓN EDUCATIVA MAGDALENA,SI,33316033,0.31511254019292606,0.08928571428571429
1758,11,153.0,3.234640522875817,11,FACULTAD DE CIENCIAS JURÍDICAS Y SOCIALES,DERECHO Y CIENCIAS POLÍTICAS - SOGAMOSO,3.0,F,24.0,INSTITUTO SAN MARTIN,NO,33316034,0.0,0.07792207792207792
1759,10,148.0,3.526351351351351,5,FACULTAD DE CIENCIAS JURÍDICAS Y SOCIALES,DERECHO Y CIENCIAS POLÍTICAS - SOGAMOSO,4.43,M,22.0,COLEGIO DE EDUCACION FORMAL FLEXIBLE SAN MATEO - SOGAMOSO,NO,33316035,0.3204715969989282,0.001623376623376624
1760,10,154.0,4.105844155844156,0,FACULTAD DE CIENCIAS JURÍDICAS Y SOCIALES,DERECHO Y CIENCIAS POLÍTICAS - SOGAMOSO,4.08,F,23.0,INSTITUCIÓN EDUCATIVA POLITÉCNICO ÁLVARO GONZÁLEZ SANTANA,NO,33316037,0.33976420150053593,0.08766233766233766
1761,11,158.0,3.5569620253164556,5,FACULTAD DE CIENCIAS JURÍDICAS Y SOCIALES,DERECHO Y CIENCIAS POLÍTICAS - SOGAMOSO,3.76,F,21.0,INSTITUCIÓN EDUCATIVA TÉCNICO INDUSTRIAL GUSTAVO JIMÉNEZ,NO,33316038,0.09967845659163987,0.08279220779220779
1762,1,13.0,3.2615384615384615,2,FACULTAD DE CIENCIAS JURÍDICAS Y SOCIALES,DERECHO Y CIENCIAS POLÍTICAS - SOGAMOSO,3.26,F,21.0,INSTITUCION EDUCATIVA SILVESTRE ARENAS,SI,33316039,0.08681672025723472,0.061688311688311695
1763,5,98.0,3.444897959183674,5,FACULTAD DE CIENCIAS JURÍDICAS Y SOCIALES,DERECHO Y CIENCIAS POLÍTICAS - SOGAMOSO,0.76,M,28.0,INSTITUCION EDUCATIVA INTEGRADO JOAQUIN GONZALEZ CAMARGO,SI,33316041,0.09431939978563772,0.08603896103896104
1764,8,115.0,3.179130434782609,10,FACULTAD DE CIENCIAS JURÍDICAS Y SOCIALES,DERECHO Y CIENCIAS POLÍTICAS - SOGAMOSO,2.25,M,28.0,INSTITUCION EDUCATIVA INTEGRADO JOAQUIN GONZALEZ CAMARGO,NO,33316042,0.0857449088960343,0.0762987012987013
1765,10,155.0,3.6238709677419356,3,FACULTAD DE CIENCIAS JURÍDICAS Y SOCIALES,DERECHO Y CIENCIAS POLÍTICAS - SOGAMOSO,4.05,M,23.0,COLEGIO TECNICO JUAN JOSE  SAMANIEGO,NO,33316043,0.10503751339764202,0.10064935064935066
1766,11,160.0,3.690625,2,FACULTAD DE CIENCIAS JURÍDICAS Y SOCIALES,DERECHO Y CIENCIAS POLÍTICAS - SOGAMOSO,3.94,F,22.0,I.E.T. DE NOBSA,NO,33316044,0.0857449088960343,0.06655844155844157
1767,3,45.0,1.5777777777777777,17,FACULTAD DE CIENCIAS JURÍDICAS Y SOCIALES,DERECHO Y CIENCIAS POLÍTICAS - SOGAMOSO,0.0,M,24.0,COLEGIO CORPORACION SANTO DOMINGO,SI,33316045,0.09217577706323687,0.07954545454545454
1768,9,138.0,2.967391304347826,14,FACULTAD DE CIENCIAS JURÍDICAS Y SOCIALES,DERECHO Y CIENCIAS POLÍTICAS - SOGAMOSO,2.61,M,25.0,INSTITUCIÓN EDUCATIVA ANTONIO NARIÑO,NO,33316046,0.44480171489817794,0.07467532467532467
1769,10,154.0,4.217532467532467,0,FACULTAD DE CIENCIAS JURÍDICAS Y SOCIALES,DERECHO Y CIENCIAS POLÍTICAS - SOGAMOSO,4.23,F,21.0,INSTITUCIÓN EDUCATIVA POLITÉCNICO ÁLVARO GONZÁLEZ SANTANA,NO,33316047,0.3665594855305466,0.09577922077922078
1770,2,28.0,2.6035714285714286,7,FACULTAD DE CIENCIAS JURÍDICAS Y SOCIALES,DERECHO Y CIENCIAS POLÍTICAS - SOGAMOSO,2.44,F,22.0,LICEO ANGLO AMERICANO DE SOGAMOSO,SI,33316048,0.08360128617363344,0.06006493506493507
1771,5,69.0,3.0202898550724635,8,FACULTAD DE CIENCIAS JURÍDICAS Y SOCIALES,DERECHO Y CIENCIAS POLÍTICAS - SOGAMOSO,2.79,F,26.0,INSTITUCIÓN EDUCATIVA POLITÉCNICO ÁLVARO GONZÁLEZ SANTANA,NO,33316050,0.09431939978563772,0.09415584415584416
1772,10,127.0,3.328346456692914,8,FACULTAD DE CIENCIAS JURÍDICAS Y SOCIALES,DERECHO Y CIENCIAS POLÍTICAS - SOGAMOSO,3.65,M,24.0,IE EL CUSIANA,NO,33316051,0.08145766345123258,0.05681818181818182
1773,10,154.0,3.8324675324675326,0,FACULTAD DE CIENCIAS JURÍDICAS Y SOCIALES,DERECHO Y CIENCIAS POLÍTICAS - SOGAMOSO,4.08,F,21.0,I.E.T. JOSE ACEVEDO Y GOMEZ,NO,33316052,0.3987138263665595,0.34415584415584416
1774,9,140.0,3.6471428571428572,2,FACULTAD DE CIENCIAS JURÍDICAS Y SOCIALES,DERECHO Y CIENCIAS POLÍTICAS - SOGAMOSO,4.14,F,25.0,COLEGIO CELCO,NO,33316053,0.08467309753483387,0.061688311688311695
