,n_semesters,sum_credits,GPA,failed_subjects,FACULTAD,NOMBRE_PROGRAMA,Mandatory_subjects_GPA,Optinals_GPA,failed_mandatory,failed_optional,gpa_last_semester,GENERO,EDAD,COLEGIO_PROCEDENCIA,PUNT_TOTAL,PUNT_AREA,ES_DESERTOR
961,10,161.0,4.281366459627329,0,FACULTAD DE CIENCIAS JURÍDICAS Y SOCIALES,DERECHO Y CIENCIAS POLÍTICAS,4.28,,0.0,,4.48,F,23.0,COLEGIO ISABEL VALBUENA CIFUENTES,309,65,NO
962,9,141.0,3.6631205673758864,2,FACULTAD DE CIENCIAS JURÍDICAS Y SOCIALES,DERECHO Y CIENCIAS POLÍTICAS,3.66,,2.0,,4.19,F,28.0,COLEGIO IBEROAMERICANO,374,63,NO
963,10,160.0,3.5918750000000004,8,FACULTAD DE CIENCIAS JURÍDICAS Y SOCIALES,DERECHO Y CIENCIAS POLÍTICAS,3.59,,8.0,,4.27,F,23.0,INST TEC EMPRESARIAL,277,55,NO
964,10,161.0,4.090683229813665,0,FACULTAD DE CIENCIAS JURÍDICAS Y SOCIALES,DERECHO Y CIENCIAS POLÍTICAS,4.09,,0.0,,4.09,F,22.0,IE LEON DE GREIFF,296,118,NO
965,10,161.0,3.988198757763974,0,FACULTAD DE CIENCIAS JURÍDICAS Y SOCIALES,DERECHO Y CIENCIAS POLÍTICAS,3.99,,0.0,,4.45,F,22.0,IE DEL LLANO,287,57,NO
966,1,13.0,3.130769230769231,1,FACULTAD DE CIENCIAS JURÍDICAS Y SOCIALES,DERECHO Y CIENCIAS POLÍTICAS,3.13,,1.0,,3.13,M,23.0,IE LUIS HERNANDEZ VARGAS,263,51,SI
967,10,166.0,3.683132530120482,2,FACULTAD DE CIENCIAS JURÍDICAS Y SOCIALES,DERECHO Y CIENCIAS POLÍTICAS,3.68,,2.0,,3.95,F,23.0,IE JORGE ELIECER GAITAN - LA SALINA,278,113,NO
968,1,14.0,3.0500000000000003,2,FACULTAD DE CIENCIAS JURÍDICAS Y SOCIALES,DERECHO Y CIENCIAS POLÍTICAS,3.05,,2.0,,3.05,F,26.0,INSTITUCION EDUCATIVA INTEGRADO JOAQUIN GONZALEZ CAMARGO,52,50,SI
969,10,161.0,3.882608695652174,0,FACULTAD DE CIENCIAS JURÍDICAS Y SOCIALES,DERECHO Y CIENCIAS POLÍTICAS,3.88,,0.0,,4.19,M,23.0,IE TEC JOSE IGNACIO DE MARQUEZ,384,55,NO
970,1,13.0,2.630769230769231,4,FACULTAD DE CIENCIAS JURÍDICAS Y SOCIALES,DERECHO Y CIENCIAS POLÍTICAS,2.63,,4.0,,2.63,F,22.0,COLEGIO CELCO,51,46,SI
971,11,164.0,3.9103658536585364,1,FACULTAD DE CIENCIAS JURÍDICAS Y SOCIALES,DERECHO Y CIENCIAS POLÍTICAS,3.91,,1.0,,4.8,F,28.0,COLEGIO NUESTRA SEÑORA DE NAZARETH,46,48,NO
972,10,161.0,3.959006211180124,0,FACULTAD DE CIENCIAS JURÍDICAS Y SOCIALES,DERECHO Y CIENCIAS POLÍTICAS,3.96,,0.0,,4.14,F,23.0,ESCUELA NORMAL SUPERIOR SANTIAGO DE TUNJA,66,66,NO
973,2,30.0,3.3599999999999994,4,FACULTAD DE CIENCIAS JURÍDICAS Y SOCIALES,DERECHO Y CIENCIAS POLÍTICAS,3.36,,4.0,,3.22,F,22.0,COLEGIO SUAMOX,279,55,SI
974,10,165.0,3.544242424242425,4,FACULTAD DE CIENCIAS JURÍDICAS Y SOCIALES,DERECHO Y CIENCIAS POLÍTICAS,3.54,,4.0,,3.84,M,35.0,COLEGIO ANDINO,48,59,NO
975,10,160.0,3.46875,5,FACULTAD DE CIENCIAS JURÍDICAS Y SOCIALES,DERECHO Y CIENCIAS POLÍTICAS,3.47,,5.0,,4.15,M,24.0,I.E. TÉCNICA ZULIA DE MARIPÍ,220,43,NO
976,10,162.0,3.6802469135802474,2,FACULTAD DE CIENCIAS JURÍDICAS Y SOCIALES,DERECHO Y CIENCIAS POLÍTICAS,3.68,,2.0,,3.86,M,37.0,COLEGIO PEDAGÓGICO DE COLOMBIA,293,44,NO
977,1,15.0,0.46,8,FACULTAD DE CIENCIAS JURÍDICAS Y SOCIALES,DERECHO Y CIENCIAS POLÍTICAS,0.46,,8.0,,0.46,M,31.0,LIC DE LONDRES,430,46,SI
978,9,128.0,3.9273437500000004,1,FACULTAD DE CIENCIAS JURÍDICAS Y SOCIALES,DERECHO Y CIENCIAS POLÍTICAS,3.93,,1.0,,4.28,M,43.0,INSTITUCIÓN EDUCATIVA SAN JERÓNIMO EMILIANI,288,50,NO
979,1,16.0,1.14375,7,FACULTAD DE CIENCIAS JURÍDICAS Y SOCIALES,DERECHO Y CIENCIAS POLÍTICAS,1.14,,7.0,,1.14,M,29.0,INSTITUCIÓN EDUCATIVA GENERAL  SANTANDER,372,64,SI
980,2,29.0,3.4896551724137925,2,FACULTAD DE CIENCIAS JURÍDICAS Y SOCIALES,DERECHO Y CIENCIAS POLÍTICAS,3.49,,2.0,,3.47,M,42.0,I.E. SILVINO RODRIGUEZ,257,51,SI
981,6,101.0,4.0029702970297025,2,FACULTAD DE CIENCIAS JURÍDICAS Y SOCIALES,DERECHO Y CIENCIAS POLÍTICAS,4.0,,2.0,,3.45,M,41.0,INSTITUCIÓN EDUCATIVA SAN JERÓNIMO EMILIANI,239,43,NO
982,10,151.0,3.6417218543046355,3,FACULTAD DE CIENCIAS JURÍDICAS Y SOCIALES,DERECHO Y CIENCIAS POLÍTICAS,3.64,,3.0,,3.92,F,22.0,INSTITUTO NUESTRA SEÑORA DE FATIMA-BARRANQUILLA,253,59,NO
983,9,134.0,3.5313432835820904,2,FACULTAD DE CIENCIAS JURÍDICAS Y SOCIALES,DERECHO Y CIENCIAS POLÍTICAS,3.53,,2.0,,3.61,F,22.0,IE TEC JOSE IGNACIO DE MARQUEZ,230,42,NO
984,9,147.0,4.089115646258503,0,FACULTAD DE CIENCIAS JURÍDICAS Y SOCIALES,DERECHO Y CIENCIAS POLÍTICAS,4.09,,0.0,,4.44,F,26.0,IE FRANCISCO JOSE DE CALDAS,385,57,NO
985,9,138.0,3.602898550724637,3,FACULTAD DE CIENCIAS JURÍDICAS Y SOCIALES,DERECHO Y CIENCIAS POLÍTICAS,3.6,,3.0,,3.99,F,23.0,I.E. EL ESPINO,267,62,NO
986,9,147.0,3.8482993197278916,0,FACULTAD DE CIENCIAS JURÍDICAS Y SOCIALES,DERECHO Y CIENCIAS POLÍTICAS,3.85,,0.0,,3.88,M,31.0,I.E.T. SAN DIEGO DE ALCALA,57,58,NO
987,9,151.0,3.8139072847682116,1,FACULTAD DE CIENCIAS JURÍDICAS Y SOCIALES,DERECHO Y CIENCIAS POLÍTICAS,3.81,,1.0,,4.24,F,23.0,COLEGIO ISABEL VALBUENA CIFUENTES,252,54,NO
988,9,142.0,3.5366197183098596,4,FACULTAD DE CIENCIAS JURÍDICAS Y SOCIALES,DERECHO Y CIENCIAS POLÍTICAS - SOGAMOSO,3.54,,4.0,,3.99,M,23.0,COLEGIO COOPERATIVO REYES PATRIA,272,55,NO
989,9,147.0,4.122448979591836,0,FACULTAD DE CIENCIAS JURÍDICAS Y SOCIALES,DERECHO Y CIENCIAS POLÍTICAS,4.12,,0.0,,4.42,F,22.0,ESCUELA NORMAL SUPERIOR MARIA AUXILIADORA,261,50,NO
990,9,147.0,4.061904761904762,0,FACULTAD DE CIENCIAS JURÍDICAS Y SOCIALES,DERECHO Y CIENCIAS POLÍTICAS,4.06,,0.0,,4.39,M,35.0,COLEGIO SAN FELIPE NERI,420,49,NO
991,9,139.0,3.7021582733812943,1,FACULTAD DE CIENCIAS JURÍDICAS Y SOCIALES,DERECHO Y CIENCIAS POLÍTICAS,3.7,,1.0,,3.69,F,33.0,COLEGIO ALEJANDRO DE HUMBOLDT,325,43,NO
992,9,147.0,3.9829931972789114,0,FACULTAD DE CIENCIAS JURÍDICAS Y SOCIALES,DERECHO Y CIENCIAS POLÍTICAS,3.98,,0.0,,4.47,M,31.0,INSTITUTO DE EDUCACION MEDIA DIVERSIFICADA INEM CARLOS ARTURO TORRES,42,35,NO
993,9,158.0,3.764556962025317,4,FACULTAD DE CIENCIAS JURÍDICAS Y SOCIALES,DERECHO Y CIENCIAS POLÍTICAS,3.76,,4.0,,4.1,F,23.0,ESCUELA NORMAL SUPERIOR SANTIAGO DE TUNJA,272,42,NO
994,1,16.0,3.5625,0,FACULTAD DE CIENCIAS JURÍDICAS Y SOCIALES,DERECHO Y CIENCIAS POLÍTICAS,3.56,,0.0,,3.56,M,23.0,INST TEC INTEGRADO DE TRINIDAD,294,61,SI
995,0,16.0,0.0,7,FACULTAD DE CIENCIAS JURÍDICAS Y SOCIALES,DERECHO Y CIENCIAS POLÍTICAS,0.0,,7.0,,0.0,M,30.0,IE NORMAL SUPERIOR - SAN MATEO,261,49,SI
996,7,97.0,3.2938144329896906,9,FACULTAD DE CIENCIAS JURÍDICAS Y SOCIALES,DERECHO Y CIENCIAS POLÍTICAS,3.29,,9.0,,3.89,F,24.0,COLEGIO PESTALOZZIANO-COROZAL,43,45,NO
997,3,68.0,3.4676470588235295,5,FACULTAD DE CIENCIAS JURÍDICAS Y SOCIALES,DERECHO Y CIENCIAS POLÍTICAS,3.47,,5.0,,2.47,F,29.0,IE RIO DE PIEDRAS,45,44,SI
998,8,128.0,3.3796875,8,FACULTAD DE CIENCIAS JURÍDICAS Y SOCIALES,DERECHO Y CIENCIAS POLÍTICAS,3.38,,8.0,,4.12,M,25.0,ESCUELA INDUSTRIAL DE OIBA,352,51,NO
999,8,131.0,4.2732824427480915,0,FACULTAD DE CIENCIAS JURÍDICAS Y SOCIALES,DERECHO Y CIENCIAS POLÍTICAS,4.27,,0.0,,4.38,M,19.0,COLEGIO GUILLERMO LEON VALENCIA,331,66,NO
1000,8,131.0,4.075572519083969,0,FACULTAD DE CIENCIAS JURÍDICAS Y SOCIALES,DERECHO Y CIENCIAS POLÍTICAS,4.08,,0.0,,4.19,M,20.0,I.E. JUAN JOSE NEIRA,330,66,NO
1001,8,129.0,3.577519379844961,1,FACULTAD DE CIENCIAS JURÍDICAS Y SOCIALES,DERECHO Y CIENCIAS POLÍTICAS,3.58,,1.0,,4.09,F,21.0,ESCUELA NORMAL NACIONAL PARA SEÑORITAS ANTONIO NARIÑO,326,67,NO
1002,8,130.0,3.725384615384615,3,FACULTAD DE CIENCIAS JURÍDICAS Y SOCIALES,DERECHO Y CIENCIAS POLÍTICAS,3.73,,3.0,,4.16,F,21.0,ESCUELA NORMAL NACIONAL PARA SEÑORITAS ANTONIO NARIÑO,289,58,NO
1003,8,131.0,4.447328244274809,0,FACULTAD DE CIENCIAS JURÍDICAS Y SOCIALES,DERECHO Y CIENCIAS POLÍTICAS,4.45,,0.0,,4.54,F,21.0,I.E. JUANA CAPORAL,327,68,NO
1004,1,16.0,1.9749999999999999,7,FACULTAD DE CIENCIAS JURÍDICAS Y SOCIALES,DERECHO Y CIENCIAS POLÍTICAS,1.98,,7.0,,1.98,F,21.0,"COLEGIO AQUILEO PARRA (IED)-BOGOTÁ, D.C.",283,62,SI
1005,8,131.0,4.087022900763358,0,FACULTAD DE CIENCIAS JURÍDICAS Y SOCIALES,DERECHO Y CIENCIAS POLÍTICAS,4.09,,0.0,,4.43,F,22.0,IE ADOLFO MARIA JIMENEZ,313,64,NO
1006,8,131.0,4.445801526717557,0,FACULTAD DE CIENCIAS JURÍDICAS Y SOCIALES,DERECHO Y CIENCIAS POLÍTICAS,4.45,,0.0,,4.62,F,21.0,I.E.T DE PANQUEBA,291,57,NO
1007,8,131.0,4.034351145038168,0,FACULTAD DE CIENCIAS JURÍDICAS Y SOCIALES,DERECHO Y CIENCIAS POLÍTICAS,4.03,,0.0,,4.23,M,21.0,INSTITUCIÓN EDUCATIVA VEINTISÉIS DE MARZO-BARRANCABERMEJA,300,60,NO
1008,8,128.0,3.50234375,7,FACULTAD DE CIENCIAS JURÍDICAS Y SOCIALES,DERECHO Y CIENCIAS POLÍTICAS,3.5,,7.0,,4.11,M,42.0,I.E.D. RUFINO CUERVO,240,52,NO
1009,7,108.0,3.3203703703703704,9,FACULTAD DE CIENCIAS JURÍDICAS Y SOCIALES,DERECHO Y CIENCIAS POLÍTICAS,3.32,,9.0,,3.48,F,22.0,I.E.  JUAN LUIS LONDOÑO DE LA CUESTA-MOSQUERA,237,49,NO
1010,5,60.0,2.8666666666666667,12,FACULTAD DE CIENCIAS JURÍDICAS Y SOCIALES,DERECHO Y CIENCIAS POLÍTICAS,2.87,,12.0,,2.24,M,21.0,TÉCNICO SIMÓN BOLÍVAR,245,52,NO
1011,5,75.0,2.6866666666666665,13,FACULTAD DE CIENCIAS JURÍDICAS Y SOCIALES,DERECHO Y CIENCIAS POLÍTICAS,2.69,,13.0,,1.38,F,29.0,INSTITUTO SAN FERNANDO FERRINI,295,46,NO
1012,8,131.0,4.244274809160306,0,FACULTAD DE CIENCIAS JURÍDICAS Y SOCIALES,DERECHO Y CIENCIAS POLÍTICAS,4.24,,0.0,,4.44,F,21.0,COLEGIO PLINIO MENDOZA NEIRA,256,50,NO
1013,2,24.0,3.6624999999999996,1,FACULTAD DE CIENCIAS JURÍDICAS Y SOCIALES,DERECHO Y CIENCIAS POLÍTICAS,3.66,,1.0,,3.73,M,59.0,CENT EDUC PAULO FREIRE-BUCARAMANGA,235,52,SI
1014,2,31.0,3.838709677419355,0,FACULTAD DE CIENCIAS JURÍDICAS Y SOCIALES,DERECHO Y CIENCIAS POLÍTICAS,3.84,,0.0,,3.94,F,21.0,ESCUELA NORMAL SUPERIOR DE GACHETÁ,321,61,SI
1015,8,120.0,3.2866666666666666,9,FACULTAD DE CIENCIAS JURÍDICAS Y SOCIALES,DERECHO Y CIENCIAS POLÍTICAS,3.29,,9.0,,3.68,M,22.0,COLEGIO DE EDUCACION FORMAL FLEXIBLE SAN MATEO - TUNJA,231,53,NO
1016,1,16.0,3.8187500000000005,0,FACULTAD DE CIENCIAS JURÍDICAS Y SOCIALES,DERECHO Y CIENCIAS POLÍTICAS,3.82,,0.0,,3.82,F,20.0,ESCUELA NORMAL SUPERIOR ANTONIA SANTOS,306,63,SI
1017,5,80.0,3.6587500000000004,2,FACULTAD DE CIENCIAS JURÍDICAS Y SOCIALES,DERECHO Y CIENCIAS POLÍTICAS,3.66,,2.0,,3.98,M,21.0,INSTITUCIÓN EDUCATIVA DE SORA,281,55,NO
1018,2,28.0,3.164285714285714,4,FACULTAD DE CIENCIAS JURÍDICAS Y SOCIALES,DERECHO Y CIENCIAS POLÍTICAS,3.16,,4.0,,3.17,M,23.0,LICEO ANGLO AMERICANO DE SOGAMOSO,256,48,SI
1019,1,16.0,3.4187499999999993,2,FACULTAD DE CIENCIAS JURÍDICAS Y SOCIALES,DERECHO Y CIENCIAS POLÍTICAS,3.42,,2.0,,3.42,F,23.0,IE JOSÉ MARIA CORDOBA,42,43,SI
1020,5,53.0,3.1490566037735856,5,FACULTAD DE CIENCIAS JURÍDICAS Y SOCIALES,DERECHO Y CIENCIAS POLÍTICAS,3.15,,5.0,,2.76,F,23.0,INSTITUCIÓN EDUCATIVA GUSTAVO ROJAS PINILLA.,226,42,NO
1021,1,15.0,1.7600000000000005,5,FACULTAD DE CIENCIAS JURÍDICAS Y SOCIALES,DERECHO Y CIENCIAS POLÍTICAS,1.76,,5.0,,1.76,M,24.0,COL CHAMPAGNAT-IBAGUÉ,258,55,SI
1022,5,58.0,2.5465517241379314,11,FACULTAD DE CIENCIAS JURÍDICAS Y SOCIALES,DERECHO Y CIENCIAS POLÍTICAS,2.55,,11.0,,2.7,M,23.0,IE NUESTRA SEÑORA DE LOS DOLORES DE MANARE,330,66,NO
1023,1,16.0,2.78125,4,FACULTAD DE CIENCIAS JURÍDICAS Y SOCIALES,DERECHO Y CIENCIAS POLÍTICAS,2.78,,4.0,,2.78,M,23.0,I.E. JOSE ANTONIO GALAN - CHAMEZA,192,36,SI
1024,8,128.0,4.3492187499999995,0,FACULTAD DE CIENCIAS JURÍDICAS Y SOCIALES,DERECHO Y CIENCIAS POLÍTICAS,4.35,,0.0,,4.61,F,21.0,INSTITUCIÓN EDUCATIVA JOSÉ MARÍA SILVA SALAZAR,292,61,NO
1025,2,17.0,3.8882352941176466,0,FACULTAD DE CIENCIAS JURÍDICAS Y SOCIALES,DERECHO Y CIENCIAS POLÍTICAS,3.89,,0.0,,4.18,F,46.0,I.E. CAMPO ELIAS CORTES,227,44,SI
1026,1,16.0,3.56875,0,FACULTAD DE CIENCIAS JURÍDICAS Y SOCIALES,DERECHO Y CIENCIAS POLÍTICAS,3.57,,0.0,,3.57,F,21.0,COLEGIO DE EDUCACION TECNICO COMERCIAL SAGRADO CORAZON DE JESUS,274,54,SI
1027,8,103.0,3.319417475728155,12,FACULTAD DE CIENCIAS JURÍDICAS Y SOCIALES,DERECHO Y CIENCIAS POLÍTICAS,3.32,,12.0,,4.26,F,21.0,I.E. TEC IND ANTONIO RICAURTE,212,46,NO
1028,7,115.0,3.944347826086956,0,FACULTAD DE CIENCIAS JURÍDICAS Y SOCIALES,DERECHO Y CIENCIAS POLÍTICAS,3.94,,0.0,,4.48,M,21.0,INSTITUCIÓN EDUCATIVA TÉCNICA COMERCIAL,250,54,NO
1029,1,16.0,3.64375,0,FACULTAD DE CIENCIAS JURÍDICAS Y SOCIALES,DERECHO Y CIENCIAS POLÍTICAS,3.64,,0.0,,3.64,M,22.0,COLEGIO COLOMBO BRITANICO - TUNJA,246,48,SI
1030,6,97.0,3.490721649484536,3,FACULTAD DE CIENCIAS JURÍDICAS Y SOCIALES,DERECHO Y CIENCIAS POLÍTICAS,3.49,,3.0,,3.25,F,22.0,I.E. TEC IND JULIO FLOREZ,264,54,NO
1031,7,112.0,3.904464285714286,0,FACULTAD DE CIENCIAS JURÍDICAS Y SOCIALES,DERECHO Y CIENCIAS POLÍTICAS - SOGAMOSO,3.9,,0.0,,4.47,F,21.0,COLEGIO RAMÓN IGNACIO AVELLA,297,62,NO
1032,7,115.0,4.126086956521739,0,FACULTAD DE CIENCIAS JURÍDICAS Y SOCIALES,DERECHO Y CIENCIAS POLÍTICAS,4.13,,0.0,,4.58,F,21.0,COLEGIO SALESIANO DUITAMA,291,63,NO
1033,3,42.0,3.8738095238095234,0,FACULTAD DE CIENCIAS JURÍDICAS Y SOCIALES,DERECHO Y CIENCIAS POLÍTICAS,3.87,,0.0,,3.92,F,24.0,CORPORACIÓN PEDAGÓGICA NACIONAL,257,58,NO
1034,7,118.0,4.324576271186441,1,FACULTAD DE CIENCIAS JURÍDICAS Y SOCIALES,DERECHO Y CIENCIAS POLÍTICAS,4.32,,1.0,,4.81,F,21.0,I.E. JOSÉ MARIA SILVA SALAZAR,330,68,NO
1035,4,63.0,4.45079365079365,0,FACULTAD DE CIENCIAS JURÍDICAS Y SOCIALES,DERECHO Y CIENCIAS POLÍTICAS,4.45,,0.0,,4.51,F,38.0,INEM CARLOS ARTURO TORRES,279,56,NO
1036,7,115.0,4.3417391304347825,0,FACULTAD DE CIENCIAS JURÍDICAS Y SOCIALES,DERECHO Y CIENCIAS POLÍTICAS,4.34,,0.0,,4.6,M,20.0,COLEGIO SAN BENITO DE PALERMO-SAN BENITO,339,66,NO
1037,7,117.0,4.142735042735042,0,FACULTAD DE CIENCIAS JURÍDICAS Y SOCIALES,DERECHO Y CIENCIAS POLÍTICAS,4.14,,0.0,,4.68,F,21.0,IE TECNICA  FRANCISCO JOSE DE CALDAS,326,68,NO
1038,7,108.0,3.8305555555555553,1,FACULTAD DE CIENCIAS JURÍDICAS Y SOCIALES,DERECHO Y CIENCIAS POLÍTICAS,3.83,,1.0,,4.3,F,22.0,IE TECNICA PIO ALBERTO FERRO PEÑA,251,53,NO
1039,7,115.0,3.861739130434783,0,FACULTAD DE CIENCIAS JURÍDICAS Y SOCIALES,DERECHO Y CIENCIAS POLÍTICAS,3.86,,0.0,,4.31,M,24.0,COL JOSE ASUNCION SILVA,287,60,NO
1040,7,107.0,3.3878504672897196,4,FACULTAD DE CIENCIAS JURÍDICAS Y SOCIALES,DERECHO Y CIENCIAS POLÍTICAS,3.39,,4.0,,3.66,M,23.0,ICFES,278,60,NO
1041,2,31.0,2.7161290322580642,6,FACULTAD DE CIENCIAS JURÍDICAS Y SOCIALES,DERECHO Y CIENCIAS POLÍTICAS,2.72,,6.0,,1.59,M,29.0,COLEGIO INSTITUTO SANTIAGO DE COMPOSTELA,267,58,SI
1042,1,16.0,3.9937499999999995,0,FACULTAD DE CIENCIAS JURÍDICAS Y SOCIALES,DERECHO Y CIENCIAS POLÍTICAS,3.99,,0.0,,3.99,M,23.0,COLEGIO CRISTO REY,365,81,SI
1043,5,89.0,4.071910112359552,0,FACULTAD DE CIENCIAS JURÍDICAS Y SOCIALES,DERECHO Y CIENCIAS POLÍTICAS,4.07,,0.0,,4.3,M,29.0,INST SOLUCION EDUCATIVA SOLED,43,43,NO
1044,6,97.0,3.7793814432989694,0,FACULTAD DE CIENCIAS JURÍDICAS Y SOCIALES,DERECHO Y CIENCIAS POLÍTICAS,3.78,,0.0,,4.21,F,26.0,GIMN CAMP PABLO NERUDA,349,38,NO
1045,6,93.0,3.8440860215053765,1,FACULTAD DE CIENCIAS JURÍDICAS Y SOCIALES,DERECHO Y CIENCIAS POLÍTICAS,3.84,,1.0,,3.98,M,21.0,COL CARLOS JULIO TORRADO PEÑARANDA,290,57,NO
1046,6,97.0,3.724742268041237,0,FACULTAD DE CIENCIAS JURÍDICAS Y SOCIALES,DERECHO Y CIENCIAS POLÍTICAS,3.72,,0.0,,3.84,M,20.0,LICEO DEL EJERCITO GUSTAVO MATAMOROS,357,67,NO
1047,5,78.0,3.31025641025641,3,FACULTAD DE CIENCIAS JURÍDICAS Y SOCIALES,DERECHO Y CIENCIAS POLÍTICAS,3.31,,3.0,,3.39,M,23.0,INSTITUCIÓN EDUCATIVA ANTONIO JOSÉ SANDOVAL,225,49,NO
1048,6,97.0,3.7175257731958764,3,FACULTAD DE CIENCIAS JURÍDICAS Y SOCIALES,DERECHO Y CIENCIAS POLÍTICAS,3.72,,3.0,,4.35,F,19.0,COL NUESTRA SEÑORA DE NAZARETH,315,61,NO
1049,6,94.0,3.7585106382978726,0,FACULTAD DE CIENCIAS JURÍDICAS Y SOCIALES,DERECHO Y CIENCIAS POLÍTICAS,3.76,,0.0,,4.26,F,23.0,I.E. SUSANA GUILLEMIN,274,55,NO
1050,6,96.0,3.61875,2,FACULTAD DE CIENCIAS JURÍDICAS Y SOCIALES,DERECHO Y CIENCIAS POLÍTICAS - SOGAMOSO,3.62,,2.0,,4.05,F,22.0,COLEGIO NUESTRA SEÑORA DEL ROSARIO - SOGAMOSO,280,56,NO
1051,6,97.0,3.8020618556701034,0,FACULTAD DE CIENCIAS JURÍDICAS Y SOCIALES,DERECHO Y CIENCIAS POLÍTICAS,3.8,,0.0,,3.97,M,24.0,COLEGIO IBEROAMERICANO,294,59,NO
1052,6,97.0,3.7814432989690716,0,FACULTAD DE CIENCIAS JURÍDICAS Y SOCIALES,DERECHO Y CIENCIAS POLÍTICAS,3.78,,0.0,,4.08,F,20.0,COLEGIO NACIONALIZADO LA PRESENTACION,278,52,NO
1053,6,96.0,3.679166666666667,1,FACULTAD DE CIENCIAS JURÍDICAS Y SOCIALES,DERECHO Y CIENCIAS POLÍTICAS,3.68,,1.0,,4.26,F,22.0,"COLEGIO MIXTO CIUDADANOS DEL FUTURO SAS-BOGOTÁ, D.C.",297,60,NO
1054,1,16.0,3.2937500000000006,1,FACULTAD DE CIENCIAS JURÍDICAS Y SOCIALES,DERECHO Y CIENCIAS POLÍTICAS,3.29,,1.0,,3.29,F,23.0,COLEGIO TECNICO MUNICIPAL FRANCISCO DE PAULA SANTANDER,269,54,SI
1055,6,97.0,3.7546391752577324,0,FACULTAD DE CIENCIAS JURÍDICAS Y SOCIALES,DERECHO Y CIENCIAS POLÍTICAS,3.75,,0.0,,3.8,F,21.0,COLEGIO TÉCNICO COMERCIAL DE JENESANO,327,69,NO
1056,1,16.0,0.025,7,FACULTAD DE CIENCIAS JURÍDICAS Y SOCIALES,DERECHO Y CIENCIAS POLÍTICAS,0.02,,7.0,,0.02,M,22.0,CENTRO DE EDUCACIÓN INTEGRAL JUAN DE LA SALLE,309,66,SI
1057,6,96.0,3.482291666666667,2,FACULTAD DE CIENCIAS JURÍDICAS Y SOCIALES,DERECHO Y CIENCIAS POLÍTICAS,3.48,,2.0,,4.11,F,20.0,COLEGIO DE EDUCACION TECNICO COMERCIAL SAGRADO CORAZON DE JESUS,241,51,NO
1058,5,60.0,2.1533333333333338,15,FACULTAD DE CIENCIAS JURÍDICAS Y SOCIALES,DERECHO Y CIENCIAS POLÍTICAS,2.15,,15.0,,3.75,F,22.0,INSTITUTO TÉCNICO EMPRESARIAL EL YOPAL,292,60,NO
1059,6,96.0,3.796875,1,FACULTAD DE CIENCIAS JURÍDICAS Y SOCIALES,DERECHO Y CIENCIAS POLÍTICAS,3.8,,1.0,,4.28,F,22.0,GIMNASIO SAN FRANCISCO DE ASIS-AGUAZUL,309,64,NO
1060,5,75.0,3.785333333333334,2,FACULTAD DE CIENCIAS JURÍDICAS Y SOCIALES,DERECHO Y CIENCIAS POLÍTICAS,3.79,,2.0,,3.58,F,28.0,COLEGIO DEPARTAMENTAL PABLO VI,44,53,NO
1061,5,75.0,3.6453333333333338,2,FACULTAD DE CIENCIAS JURÍDICAS Y SOCIALES,DERECHO Y CIENCIAS POLÍTICAS,3.65,,2.0,,3.85,F,21.0,"INSTITUTO COMERCIAL LORETO-BOGOTÁ, D.C.",275,59,NO
1062,5,80.0,4.04125,0,FACULTAD DE CIENCIAS JURÍDICAS Y SOCIALES,DERECHO Y CIENCIAS POLÍTICAS,4.04,,0.0,,4.08,F,20.0,COLEGIO NUEVA INGLATERRA-SABOYÁ,288,58,NO
1063,5,80.0,4.1762500000000005,0,FACULTAD DE CIENCIAS JURÍDICAS Y SOCIALES,DERECHO Y CIENCIAS POLÍTICAS,4.18,,0.0,,4.26,M,22.0,I.E. AGROINDUSTRIAL LA PRADERA,333,71,NO
1064,5,80.0,3.9287499999999995,0,FACULTAD DE CIENCIAS JURÍDICAS Y SOCIALES,DERECHO Y CIENCIAS POLÍTICAS,3.93,,0.0,,4.14,M,22.0,I.E. TECNICO INDUSTRIAL MARISCAL SUCRE,289,54,NO
1065,5,89.0,3.4955056179775283,4,FACULTAD DE CIENCIAS JURÍDICAS Y SOCIALES,DERECHO Y CIENCIAS POLÍTICAS,3.5,,4.0,,4.05,F,21.0,I.E.  JUAN LUIS LONDOÑO DE LA CUESTA-MOSQUERA,263,56,NO
1066,6,102.0,4.427450980392157,0,FACULTAD DE CIENCIAS JURÍDICAS Y SOCIALES,DERECHO Y CIENCIAS POLÍTICAS,4.43,,0.0,,4.71,F,22.0,COLEGIO ANTONIO NARIÑO,274,60,NO
1067,5,77.0,3.742857142857143,2,FACULTAD DE CIENCIAS JURÍDICAS Y SOCIALES,DERECHO Y CIENCIAS POLÍTICAS,3.74,,2.0,,3.86,F,21.0,COLEGIO SAGRADO CORAZÓN DE JESÚS,278,60,NO
1068,5,79.0,3.7265822784810125,1,FACULTAD DE CIENCIAS JURÍDICAS Y SOCIALES,DERECHO Y CIENCIAS POLÍTICAS - SOGAMOSO,3.73,,1.0,,4.01,F,21.0,LICEO ANGLO AMERICANO DE SOGAMOSO,294,60,NO
1069,5,81.0,3.685185185185185,3,FACULTAD DE CIENCIAS JURÍDICAS Y SOCIALES,DERECHO Y CIENCIAS POLÍTICAS,3.69,,3.0,,3.66,F,23.0,COLEGIO ISABEL VALBUENA CIFUENTES,255,54,NO
