PERIODO_COHORTE,CODIGO,GENERO,EDAD,COLEGIO_PROCEDENCIA,PUNT_TOTAL,PUNT_AREA,ES_DESERTOR,ULTIMA_MATRICULA,COD_MEN,AÑO,SEMESTRE,FECHA
201220,55712533,m,27,liceo anglo americano de sogamoso,257,44,si,201310,53841,2012,semestre 2,2012-08-01
201220,55712536,f,27,institucion educativa integrado joaquin gonzalez camargo,50,51,si,201510,53841,2012,semestre 2,2012-08-01
201220,55712537,f,23,ie tecnica ramon ignacio avella,47,49,no,201720,53841,2012,semestre 2,2012-08-01
201220,55712540,f,23,liceo de la presentacion,52,51,no,201710,53841,2012,semestre 2,2012-08-01
201220,55712541,f,23,institucion educativa politecnico alvaro gonzalez santana,58,55,no,201810,53841,2012,semestre 2,2012-08-01
201220,55712543,m,24,institucion educativa politecnico alvaro gonzalez santana,58,56,no,201810,53841,2012,semestre 2,2012-08-01
201220,55712544,f,28,institucion educativa empresarialy agroindustrial los andes inseandes,43,41,si,201220,53841,2012,semestre 2,2012-08-01
201220,55712545,f,23,colegio nuestra senora del rosario - ayapel,52,52,no,201710,53841,2012,semestre 2,2012-08-01
201220,55712546,f,28,colegio militar inocencio chinca,45,42,si,201510,53841,2012,semestre 2,2012-08-01
201220,55712548,m,26,ie tecnica ramon ignacio avella,45,45,si,201320,53841,2012,semestre 2,2012-08-01
201220,55712549,m,26,liceo de la presentacion,52,54,si,201220,53841,2012,semestre 2,2012-08-01
201220,55712550,f,22,ie jorge clemente palacios,49,49,no,201710,53841,2012,semestre 2,2012-08-01
201220,55712551,m,28,institucion educativa politecnico alvaro gonzalez santana,47,50,si,201320,53841,2012,semestre 2,2012-08-01
201220,55712552,f,26,instituto tecnico industrial rafael reyes-duitama,50,53,no,202110,53841,2012,semestre 2,2012-08-01
201220,55712555,f,22,liceo de la presentacion,54,53,no,201720,53841,2012,semestre 2,2012-08-01
201220,55712556,f,21,colegio alejandro de humboldt,57,58,no,201620,53841,2012,semestre 2,2012-08-01
201220,55712558,f,23,institucion educativa integrado joaquin gonzalez camargo,52,52,no,201710,53841,2012,semestre 2,2012-08-01
201220,55712560,f,30,institucion educativa tecnico industrial gustavo jimenez,40,39,si,201420,53841,2012,semestre 2,2012-08-01
201220,55712561,m,26,liceo anglo americano de sogamoso,48,47,si,201220,53841,2012,semestre 2,2012-08-01
201220,55712562,f,25,institucion educativa integrado joaquin gonzalez camargo,46,47,no,201720,53841,2012,semestre 2,2012-08-01
201220,55712565,f,22,i.e.t. de nobsa,51,52,no,201720,53841,2012,semestre 2,2012-08-01
201220,55712567,m,30,institucion educativa politecnico alvaro gonzalez santana,46,47,no,201820,53841,2012,semestre 2,2012-08-01
201220,55712568,f,25,i.e.t. de nazareth,51,54,no,201710,53841,2012,semestre 2,2012-08-01
201220,55712569,f,30,institucion educativa colegio de sugamuxi,47,44,no,201820,53841,2012,semestre 2,2012-08-01
201220,55712574,f,26,ie escuela normal superior - socha,42,44,si,201220,53841,2012,semestre 2,2012-08-01
201220,55712575,f,26,liceo de la presentacion,53,56,si,201320,53841,2012,semestre 2,2012-08-01
201220,55712577,f,25,ie antonio martinez delgado,38,40,si,201410,53841,2012,semestre 2,2012-08-01
201220,55712578,m,29,colegio pedagogico los alamos,46,45,si,201420,53841,2012,semestre 2,2012-08-01
201220,55712579,f,26,ie antonio narino,45,44,si,201710,53841,2012,semestre 2,2012-08-01
201220,55712580,m,27,colegio tecnico municipal simon bolivar,50,49,si,201320,53841,2012,semestre 2,2012-08-01
201220,55712581,f,23,institucion educativa tecnico industrial gustavo jimenez,47,47,no,201720,53841,2012,semestre 2,2012-08-01
201220,55712582,f,27,institucion educativa integrado joaquin gonzalez camargo,47,47,si,201320,53841,2012,semestre 2,2012-08-01
201220,55712585,f,28,colegio celco,54,50,si,201220,53841,2012,semestre 2,2012-08-01
201220,55712586,f,27,institucion educativa integrado joaquin gonzalez camargo,54,56,si,201220,53841,2012,semestre 2,2012-08-01
201220,55712587,f,21,colegio salesiano,54,54,no,201710,53841,2012,semestre 2,2012-08-01
201220,55712588,f,23,institucion educativa integrado joaquin gonzalez camargo,49,43,no,201810,53841,2012,semestre 2,2012-08-01
201220,55712590,m,23,institucion educativa integrado joaquin gonzalez camargo,48,45,no,201710,53841,2012,semestre 2,2012-08-01
201220,55712591,f,21,i.e.t. de nobsa,51,53,no,201620,53841,2012,semestre 2,2012-08-01
201220,55712594,f,30,inst. gestion informatica y guia academica - giga,52,51,si,201220,53841,2012,semestre 2,2012-08-01
201220,55712595,m,32,livio reginaldo fischione,41,36,si,201410,53841,2012,semestre 2,2012-08-01
201220,55712599,f,29,liceo de la presentacion,43,46,si,201320,53841,2012,semestre 2,2012-08-01
201220,55712600,f,26,col. mix. san martin de porres,43,43,si,201410,53841,2012,semestre 2,2012-08-01
201220,55712601,f,22,ie tec la libertad,56,53,no,201710,53841,2012,semestre 2,2012-08-01
201220,55712604,m,22,institucion educativa tecnico industrial gustavo jimenez,47,49,no,201710,53841,2012,semestre 2,2012-08-01
201220,55712605,f,27,institucion educativa integrado joaquin gonzalez camargo,52,54,si,201220,53841,2012,semestre 2,2012-08-01
201220,55712606,f,24,colegio guillermo leon valencia,53,56,no,201920,53841,2012,semestre 2,2012-08-01
201220,55712609,f,26,ie san agustin,44,45,si,201220,53841,2012,semestre 2,2012-08-01
201220,55712611,m,26,liceo anglo americano de sogamoso,51,54,no,202110,53841,2012,semestre 2,2012-08-01
201220,55712612,f,24,colegio cooperativo reyes patria,49,45,no,201720,53841,2012,semestre 2,2012-08-01
201220,55712613,f,26,liceo anglo americano de sogamoso,50,48,si,201320,53841,2012,semestre 2,2012-08-01
201220,55712614,f,25,institucion educativa politecnico alvaro gonzalez santana,41,43,no,201910,53841,2012,semestre 2,2012-08-01
201220,55712615,m,29,institucion educativa colegio de sugamuxi,52,58,si,201310,53841,2012,semestre 2,2012-08-01
201220,66112502,f,28,colegio psicopedagogico el arte del saber,282,44,si,201220,20712,2012,semestre 2,2012-08-01
201220,66112503,f,25,inst tec diversificado monterrey,298,39,no,201620,20712,2012,semestre 2,2012-08-01
201220,66112504,f,28,i.e. tec y acad antonio narino,237,51,si,201310,20712,2012,semestre 2,2012-08-01
201220,66112505,f,26,centro de desarrollo humano  cedhu,298,37,si,201310,20712,2012,semestre 2,2012-08-01
201220,66112506,m,24,i.e. de boyaca,428,55,no,201810,20712,2012,semestre 2,2012-08-01
201220,66112509,f,28,ie camilo torres restrepo - mani,40,56,si,201220,20712,2012,semestre 2,2012-08-01
201220,66112510,f,30,instituto san fernando ferrini,351,45,si,201320,20712,2012,semestre 2,2012-08-01
201220,66112511,f,29,escuela normal superior santiago de tunja,45,43,si,201520,20712,2012,semestre 2,2012-08-01
201220,66112512,m,26,colegio salesiano,347,49,si,201310,20712,2012,semestre 2,2012-08-01
201220,66112513,f,26,ie braulio gonzalez,49,49,si,201320,20712,2012,semestre 2,2012-08-01
201220,66112515,f,23,i.e.t. de nazareth,304,43,no,201710,20712,2012,semestre 2,2012-08-01
201220,66112516,f,29,colegio nuestra senora del rosario - tunja,422,136,no,201620,20712,2012,semestre 2,2012-08-01
201220,66112518,f,26,institucion educativa tecnico de bellas artes,52,52,no,202010,20712,2012,semestre 2,2012-08-01
201220,66112519,f,26,colegio manuel elkin patarroyo,302,131,no,201710,20712,2012,semestre 2,2012-08-01
201220,66112521,f,30,colegio nuestra senora del rosario - tunja,373,42,si,201220,20712,2012,semestre 2,2012-08-01
201220,66112522,f,27,centro formativo de antioquia cefa,375,45,si,201420,20712,2012,semestre 2,2012-08-01
201220,66112523,f,43,escuela normal superior santiago de tunja,402,42,si,201520,20712,2012,semestre 2,2012-08-01
201220,66112525,f,42,colegio de boyaca,379,41,si,201310,20712,2012,semestre 2,2012-08-01
201220,66112526,f,23,escuela normal superior santiago de tunja,322,49,no,201720,20712,2012,semestre 2,2012-08-01
201220,66112527,f,27,col. adventista barbosa,352,48,si,201320,20712,2012,semestre 2,2012-08-01
201220,66212501,m,27,col. nuestra senora de fatima,45,48,no,201810,20704,2012,semestre 2,2012-08-01
201220,66212503,f,24,colegio pedagogico los alamos,331,50,no,201820,20704,2012,semestre 2,2012-08-01
201220,66212504,f,24,escuela normal superior santiago de tunja,306,46,no,201720,20704,2012,semestre 2,2012-08-01
201220,66212505,f,28,institucion educativa antonio jose sandoval gomez de tunja,41,40,si,201410,20704,2012,semestre 2,2012-08-01
201220,66212506,f,28,colegio salesiano,316,43,si,201620,20704,2012,semestre 2,2012-08-01
201220,66212507,f,22,instituto oriental femenino,289,45,no,201620,20704,2012,semestre 2,2012-08-01
201220,66212508,f,22,colegio industrial simon bolivar,52,50,no,201620,20704,2012,semestre 2,2012-08-01
201220,66212509,m,26,escuela normal superior santiago de tunja,331,48,si,201410,20704,2012,semestre 2,2012-08-01
201220,66212510,f,22,colegio nuestra senora del rosario - tunja,48,45,no,201720,20704,2012,semestre 2,2012-08-01
201220,66212511,f,23,colegio de boyaca,52,53,no,201620,20704,2012,semestre 2,2012-08-01
201220,66212512,m,26,institucion educativa francisco de paula santander,371,56,si,201310,20704,2012,semestre 2,2012-08-01
201220,66212513,m,23,inst tec empresarial,363,53,no,201720,20704,2012,semestre 2,2012-08-01
201220,66312501,f,24,ie tecnica ramon ignacio avella,44,46,no,201820,20705,2012,semestre 2,2012-08-01
201220,66312502,f,25,i.e.colegio la nueva familia,44,44,no,201810,20705,2012,semestre 2,2012-08-01
201220,66312505,f,24,colegio corporacion santo domingo,45,45,no,201720,20705,2012,semestre 2,2012-08-01
201220,66312506,f,29,i.e. nuestra senora de la antigua,279,38,si,201220,20705,2012,semestre 2,2012-08-01
201220,66312507,f,26,i.e. juan jose reyes patria,287,44,no,201910,20705,2012,semestre 2,2012-08-01
201220,66312509,f,27,instituto de educacion media diversificada inem carlos arturo torres,313,45,si,201220,20705,2012,semestre 2,2012-08-01
201220,66312511,f,24,institucion educativa colegio de sugamuxi,42,38,no,201710,20705,2012,semestre 2,2012-08-01
201220,66412501,m,29,inst tec empresarial,61,60,si,201320,20697,2012,semestre 2,2012-08-01
201220,66412503,f,26,instituto tecnico educativo la presentacion,54,51,si,201220,20697,2012,semestre 2,2012-08-01
201220,66412504,m,27,liceo los lanceros,50,50,si,201310,20697,2012,semestre 2,2012-08-01
201220,66412505,m,23,colegio salesiano maldonado,56,59,no,201820,20697,2012,semestre 2,2012-08-01
201220,66412506,f,22,colegio guillermo leon valencia,417,57,no,201810,20697,2012,semestre 2,2012-08-01
201220,66412507,f,27,colegio cofrem(antes col acad de bto. cofrem),44,46,si,201410,20697,2012,semestre 2,2012-08-01
201220,66412508,f,26,instituto femenino san antonio de padua,54,54,si,201310,20697,2012,semestre 2,2012-08-01
201220,66412509,f,30,instituto gestion informatica y guia academica,47,48,si,201610,20697,2012,semestre 2,2012-08-01
201220,66412510,f,25,colegio de la presentacion tunja,435,53,no,202010,20697,2012,semestre 2,2012-08-01
201220,66412512,f,27,ce rafael bernal jimenez-paipa,282,141,si,201420,20697,2012,semestre 2,2012-08-01
201220,66412513,f,26,colegio del sagrado corazon de jesus - hnas. bethlemitas,340,48,si,201520,20697,2012,semestre 2,2012-08-01
201220,66412514,m,26,col el minuto de dios,45,44,si,201220,20697,2012,semestre 2,2012-08-01
201220,66412515,f,25,colegio alejandro de humboldt,397,58,no,201920,20697,2012,semestre 2,2012-08-01
201220,66412517,m,42,gimnasio gran colombiano,278,53,si,201620,20697,2012,semestre 2,2012-08-01
201220,66412518,f,26,colegio corporacion santo domingo,260,41,si,201610,20697,2012,semestre 2,2012-08-01
201220,66412519,f,25,colegio de la presentacion tunja,365,48,no,201920,20697,2012,semestre 2,2012-08-01
201220,66412520,m,34,institucion educativa los libertadores - sogamoso,351,46,si,201220,20697,2012,semestre 2,2012-08-01
201220,66412521,m,26,colegio nuestra senora del rosario - ayapel,393,55,si,201620,20697,2012,semestre 2,2012-08-01
201220,66412522,m,28,i.e. tec ind julio florez,58,59,no,202110,20697,2012,semestre 2,2012-08-01
201220,66412524,f,27,ie garavito,47,48,si,201220,20697,2012,semestre 2,2012-08-01
201220,66412525,m,28,ie braulio gonzalez,313,46,si,201410,20697,2012,semestre 2,2012-08-01
201220,66412527,m,28,colegio nuestra senora del rosario - ayapel,363,52,si,201610,20697,2012,semestre 2,2012-08-01
201220,66412529,m,25,inst tec empresarial,51,50,si,201510,20697,2012,semestre 2,2012-08-01
201220,66412530,m,27,inst tec empresarial,52,54,si,201420,20697,2012,semestre 2,2012-08-01
201220,66412531,f,26,colegio salesiano,379,46,si,201510,20697,2012,semestre 2,2012-08-01
201220,66412532,f,26,i.e. antonio narino,330,46,si,201610,20697,2012,semestre 2,2012-08-01
201220,66412533,m,28,ie tecnico industrial,374,51,si,201410,20697,2012,semestre 2,2012-08-01
201220,66412534,f,26,i.e. antonio narino,54,57,si,201410,20697,2012,semestre 2,2012-08-01
201220,66412535,f,37,col. nuestra senora de fatima,431,47,no,201820,20697,2012,semestre 2,2012-08-01
201220,66412536,f,26,colegio saludcoop norte institucional educativa distrital,44,47,si,201320,20697,2012,semestre 2,2012-08-01
201220,66412537,m,27,colegio san luis gonzaga,360,55,si,201510,20697,2012,semestre 2,2012-08-01
201220,66412538,f,32,institucion educativa tecnico industrial gustavo jimenez,467,169,si,201420,20697,2012,semestre 2,2012-08-01
201220,66412539,f,29,institucion educativa tecnico industrial gustavo jimenez,367,56,si,201520,20697,2012,semestre 2,2012-08-01
201220,66412540,m,37,col. nuestra senora de fatima,280,52,si,201610,20697,2012,semestre 2,2012-08-01
201220,66412541,m,26,universidad cooperativa de colombia,374,49,si,201710,20697,2012,semestre 2,2012-08-01
201220,66412542,m,28,colegio de boyaca,389,61,si,201420,20697,2012,semestre 2,2012-08-01
201220,66412543,m,31,colegio superior la salle,50,50,si,201320,20697,2012,semestre 2,2012-08-01
201220,66412544,m,26,ie fabio riveros,354,59,si,201220,20697,2012,semestre 2,2012-08-01
201220,66412545,f,26,col. nuestra senora de fatima,415,58,si,201220,20697,2012,semestre 2,2012-08-01
201220,66412546,f,26,colegio de boyaca,380,48,si,201310,20697,2012,semestre 2,2012-08-01
201220,66412547,m,26,ie juan bautista maria vianney,438,56,no,202110,20697,2012,semestre 2,2012-08-01
201220,66412548,f,23,instituto la salle,62,56,no,201810,20697,2012,semestre 2,2012-08-01
201220,66412549,m,29,colegio militar coronel juan jose rondon,304,45,si,201410,20697,2012,semestre 2,2012-08-01
201220,66412550,m,27,ie tecnica nacionalizada de samaca,317,47,no,202110,20697,2012,semestre 2,2012-08-01
201220,66412551,m,26,colegio de boyaca,382,56,si,201520,20697,2012,semestre 2,2012-08-01
201220,66412552,f,26,colegio cardenal sancha,369,52,si,201310,20697,2012,semestre 2,2012-08-01
201220,66412553,f,40,colegio jesus eucaristia,345,50,si,201420,20697,2012,semestre 2,2012-08-01
201220,66412554,f,26,escuela normal superior santiago de tunja,320,137,no,202110,20697,2012,semestre 2,2012-08-01
201220,66412555,m,45,colegio salesiano maldonado,380,54,si,201220,20697,2012,semestre 2,2012-08-01
201220,66412556,f,27,ie normal superior la presentacion,381,52,si,201410,20697,2012,semestre 2,2012-08-01
201220,66412557,f,25,instituto tecnico educativo la presentacion,52,53,no,202010,20697,2012,semestre 2,2012-08-01
201220,66412558,m,27,colegio salesiano,50,54,si,201220,20697,2012,semestre 2,2012-08-01
201220,66412559,f,34,colegio jesus eucaristia,399,127,si,201320,20697,2012,semestre 2,2012-08-01
201220,66412560,f,27,instituto de educacion media diversificada inem carlos arturo torres,387,58,no,202020,20697,2012,semestre 2,2012-08-01
201220,66412561,m,28,ie braulio gonzalez,57,58,si,201320,20697,2012,semestre 2,2012-08-01
201220,66412563,m,26,colegio del sagrado corazon,55,58,si,201420,20697,2012,semestre 2,2012-08-01
201220,66412564,m,38,instituto militar antonio ricaurte,273,56,no,201820,20697,2012,semestre 2,2012-08-01
201220,66412565,m,41,i.e. armando solano,457,54,si,201810,20697,2012,semestre 2,2012-08-01
201220,66412566,f,23,gimn camp pablo neruda,490,59,no,201820,20697,2012,semestre 2,2012-08-01
201220,66412567,f,33,instituto tecnico comercial jose eugenio martinez,44,43,no,201820,20697,2012,semestre 2,2012-08-01
201220,66412568,m,28,ie pozo petrolero,34,33,si,201410,20697,2012,semestre 2,2012-08-01
201220,66412569,f,24,instituto tecnico santo tomas de aquino,395,54,no,201820,20697,2012,semestre 2,2012-08-01
201220,66412570,m,26,colegio nuestra senora del rosario - ayapel,347,53,si,201320,20697,2012,semestre 2,2012-08-01
201220,66412571,m,28,instituto de bachillerato tecnico industrial y minero,348,147,si,201610,20697,2012,semestre 2,2012-08-01
201220,66412572,m,28,inst autonomo shakespeare y cervantes,50,51,no,202110,20697,2012,semestre 2,2012-08-01
201220,66412573,f,27,institucion educativa la frontera,48,50,si,201310,20697,2012,semestre 2,2012-08-01
201220,66412574,f,24,institucion educativa antonio narino,315,139,no,201910,20697,2012,semestre 2,2012-08-01
201220,66412575,f,26,liceo cultural luis enrique osorio,50,52,si,201220,20697,2012,semestre 2,2012-08-01
201220,66412576,f,25,colegio de boyaca,396,51,si,201420,20697,2012,semestre 2,2012-08-01
201220,66412577,m,25,institucion educativa tecnica arturo mejia jaramillo,319,48,no,202020,20697,2012,semestre 2,2012-08-01
201220,66412579,f,25,ie camilo torres restrepo - mani,319,48,si,201310,20697,2012,semestre 2,2012-08-01
201220,66412580,f,28,colegio colombo britanico - tunja,369,51,si,201220,20697,2012,semestre 2,2012-08-01
201220,66412581,f,26,institucion educativa tecnico industrial gustavo jimenez,45,47,si,201310,20697,2012,semestre 2,2012-08-01
201220,66512501,f,25,inst tec diversificado monterrey,363,51,si,201320,20734,2012,semestre 2,2012-08-01
201220,66512502,f,28,inst solucion educativa soled,47,49,si,201610,20734,2012,semestre 2,2012-08-01
201220,66512503,f,26,ie centro social,46,47,si,201410,20734,2012,semestre 2,2012-08-01
201220,66512504,f,25,ie tecnica ramon ignacio avella,47,47,no,201810,20734,2012,semestre 2,2012-08-01
201220,66512505,f,26,ie centro social,39,41,si,201220,20734,2012,semestre 2,2012-08-01
201220,66512506,f,25,colegio la presentacion - duitama,382,56,no,201820,20734,2012,semestre 2,2012-08-01
201220,66512507,f,22,colegio academico de paipa,323,43,no,201720,20734,2012,semestre 2,2012-08-01
201220,66512508,f,27,colegio boyaca de duitama,427,54,no,201820,20734,2012,semestre 2,2012-08-01
201220,66512509,f,26,institucion educativa sagrado corazon de jesus,50,45,si,201220,20734,2012,semestre 2,2012-08-01
201220,66512510,f,25,colegio pequenos pensadores de socha,312,47,no,202010,20734,2012,semestre 2,2012-08-01
201220,66512511,f,22,colegio pequenos pensadores de socha,319,164,no,201720,20734,2012,semestre 2,2012-08-01
201220,66512512,f,28,colegio jesus eucaristia,387,61,si,201320,20734,2012,semestre 2,2012-08-01
201220,66512513,f,24,i.e.t. de nobsa,302,45,no,201710,20734,2012,semestre 2,2012-08-01
201220,66512514,f,27,escuela normal superior leonor alvarez pinzon,287,40,no,201920,20734,2012,semestre 2,2012-08-01
201220,66512515,f,26,ie gustavo romero hernandez,309,37,si,201420,20734,2012,semestre 2,2012-08-01
201220,66512516,f,23,institucion educativa colegio de sugamuxi,354,151,no,201720,20734,2012,semestre 2,2012-08-01
201220,66512517,f,22,i.e.t nacionalizado de pauna,46,50,no,201810,20734,2012,semestre 2,2012-08-01
201220,66512518,f,31,escuela normal superior santiago de tunja,373,57,no,201820,20734,2012,semestre 2,2012-08-01
201220,66512519,f,25,col. adventista barbosa,337,52,no,201920,20734,2012,semestre 2,2012-08-01
201220,66512520,f,26,i.e.t. san luis,44,41,si,201220,20734,2012,semestre 2,2012-08-01
201220,66512521,f,26,inst tec integrado de trinidad,44,45,no,202110,20734,2012,semestre 2,2012-08-01
201220,66512522,f,24,colegio la presentacion - duitama,45,45,no,201910,20734,2012,semestre 2,2012-08-01
201220,66512523,f,28,colegio guillermo leon valencia,364,49,si,201410,20734,2012,semestre 2,2012-08-01
201220,66512524,f,28,col coop prospero pinzon,48,46,si,201220,20734,2012,semestre 2,2012-08-01
201220,66512525,f,25,institucion educativa tecnica pedro jose sarmiento,45,49,si,201220,20734,2012,semestre 2,2012-08-01
201220,66612501,f,27,i.e. antonio narino,57,55,no,201810,101677,2012,semestre 2,2012-08-01
201220,66612502,f,29,instituto de educacion media diversificada inem carlos arturo torres,289,37,si,201510,101677,2012,semestre 2,2012-08-01
201220,66612503,f,26,ie tec rafael uribe,297,48,si,201310,101677,2012,semestre 2,2012-08-01
201220,66612504,f,51,col coop prospero pinzon,391,38,si,201420,101677,2012,semestre 2,2012-08-01
201220,66612505,m,38,escuela normal superior santiago de tunja,330,44,si,201220,101677,2012,semestre 2,2012-08-01
201220,66612507,f,27,instituto tecnico gonzalo suarez rendon,296,42,no,201820,101677,2012,semestre 2,2012-08-01
201220,66612508,f,29,centro educativo san agustin,283,41,si,201310,101677,2012,semestre 2,2012-08-01
201220,66612509,m,34,instituto de educacion media diversificada inem carlos arturo torres,370,50,no,201720,101677,2012,semestre 2,2012-08-01
201220,66612510,f,25,escuela normal superior leonor alvarez pinzon,344,49,no,201720,101677,2012,semestre 2,2012-08-01
201220,66612511,f,25,colegio de boyaca,314,46,si,201220,101677,2012,semestre 2,2012-08-01
201220,66612512,f,29,institucion educativa antonio jose sandoval gomez de tunja,282,41,si,201310,101677,2012,semestre 2,2012-08-01
201220,66612513,f,26,ie tecnica ramon ignacio avella,45,48,si,201520,101677,2012,semestre 2,2012-08-01
201220,66612514,f,26,ie tecnica ramon ignacio avella,307,40,si,201310,101677,2012,semestre 2,2012-08-01
201220,66612515,f,29,escuela normal superior santiago de tunja,345,48,no,201810,101677,2012,semestre 2,2012-08-01
201220,66612517,f,23,colegio la presentacion - duitama,453,63,no,201710,101677,2012,semestre 2,2012-08-01
201220,66612518,f,65,ie tec rafael uribe,330,50,si,201310,101677,2012,semestre 2,2012-08-01
201220,66612519,m,35,ie rio de piedras,389,59,si,201310,101677,2012,semestre 2,2012-08-01
201220,66612521,f,32,gimnasio campestre santo domingo,302,42,si,201320,101677,2012,semestre 2,2012-08-01
201220,66612522,f,39,instituto de educacion media diversificada inem carlos arturo torres,403,46,si,201220,101677,2012,semestre 2,2012-08-01
201220,66612523,f,23,colegio de boyaca,294,41,no,201720,101677,2012,semestre 2,2012-08-01
201220,66612524,f,31,institucion educativa antonio jose sandoval gomez de tunja,38,40,si,201311,101677,2012,semestre 2,2012-08-01
201220,66612525,f,29,colegio corporacion santo domingo,46,45,si,201720,101677,2012,semestre 2,2012-08-01
201220,66612527,f,22,ie normal superior de monterrey,328,45,no,201620,101677,2012,semestre 2,2012-08-01
201220,66612528,f,27,institucion educativa antonio jose sandoval gomez de tunja,305,47,si,201220,101677,2012,semestre 2,2012-08-01
201220,66612529,f,30,i.e.t agricola,343,49,no,201610,101677,2012,semestre 2,2012-08-01
201220,66612532,f,42,instituto tecnico educativo de tunja,345,60,si,201220,101677,2012,semestre 2,2012-08-01
201220,66612533,f,31,institucion educativa gustavo rojas pinilla.,355,48,no,201620,101677,2012,semestre 2,2012-08-01
201220,66612534,f,24,institucion educativa antonio narino,321,49,no,201610,101677,2012,semestre 2,2012-08-01
201220,66612535,f,39,ie francisco de paula santander,276,53,si,201220,101677,2012,semestre 2,2012-08-01
201220,66612537,f,21,i.e.t. de nobsa,50,51,no,201610,101677,2012,semestre 2,2012-08-01
201220,66612538,f,26,colegio guillermo leon valencia,288,42,no,201720,101677,2012,semestre 2,2012-08-01
201220,66612539,f,25,colegio universitario,358,49,no,201720,101677,2012,semestre 2,2012-08-01
201220,66612540,f,22,colegio seminario diocesano,378,52,no,201610,101677,2012,semestre 2,2012-08-01
201220,66612541,f,22,i.e. susana guillemin,399,48,no,201720,101677,2012,semestre 2,2012-08-01
201220,66612542,f,33,institucion educativa horizontes,328,44,si,201710,101677,2012,semestre 2,2012-08-01
201220,66612543,f,24,ie diego de torres,343,47,no,201610,101677,2012,semestre 2,2012-08-01
201220,66612545,f,27,ie francisco de paula santander,314,53,no,201710,101677,2012,semestre 2,2012-08-01
201220,66612546,f,23,i.e. susana guillemin,355,52,no,201710,101677,2012,semestre 2,2012-08-01
201220,66612547,f,25,colegio alejandro de humboldt,372,48,no,201820,101677,2012,semestre 2,2012-08-01
201220,66612548,f,21,i.e.t. comercial sagrado corazon de jesus,51,46,no,201610,101677,2012,semestre 2,2012-08-01
201220,66612549,f,27,i.e.t. comercial sagrado corazon de jesus,46,42,no,201620,101677,2012,semestre 2,2012-08-01
201220,66612550,m,28,ie tecnico industrial,328,47,si,201220,101677,2012,semestre 2,2012-08-01
201220,66612551,f,28,institucion educativa normal maria inmaculada-arauca,331,44,si,201220,101677,2012,semestre 2,2012-08-01
201220,66612552,f,23,escuela normal superior santiago de tunja,308,49,no,201620,101677,2012,semestre 2,2012-08-01
201220,66612553,f,25,colegio la presentacion - duitama,368,52,si,201320,101677,2012,semestre 2,2012-08-01
201220,66612554,m,24,colegio luis carlos galan sarmiento,40,41,no,201820,101677,2012,semestre 2,2012-08-01
201220,66612555,f,29,institucion educativa colegio de sugamuxi,42,59,si,201410,101677,2012,semestre 2,2012-08-01
201220,66612557,f,28,i.e. la granja,382,54,si,201220,101677,2012,semestre 2,2012-08-01
201220,66612558,f,26,itedris combita,308,45,si,201220,101677,2012,semestre 2,2012-08-01
201220,66612559,m,27,institucion educativa sergio camargo - miraflores,253,43,si,201420,101677,2012,semestre 2,2012-08-01
201220,66612560,f,29,instituto tecnico industrial rafael reyes-duitama,351,48,si,201220,101677,2012,semestre 2,2012-08-01
201220,66612561,f,24,institucion educativa colegio de sugamuxi,53,53,no,201710,101677,2012,semestre 2,2012-08-01
201220,66612562,f,25,ie hector julio gomez,337,52,no,201710,101677,2012,semestre 2,2012-08-01
201220,66612563,f,31,instituto de educacion media diversificada inem carlos arturo torres,269,46,no,201810,101677,2012,semestre 2,2012-08-01
201220,66612564,f,40,instituto de bachillerato tecnico industrial y minero,342,42,si,201220,101677,2012,semestre 2,2012-08-01
201220,66612566,f,26,i.e. jorge eliecer gaitan - sabanalarga,41,40,si,201310,101677,2012,semestre 2,2012-08-01
201220,66612570,f,28,i.e. juan jose samaniego,46,47,si,201620,101677,2012,semestre 2,2012-08-01
201220,66612571,m,28,col bas domingo savio,347,40,si,201220,101677,2012,semestre 2,2012-08-01
201220,66612572,f,31,institucion educativa antonio jose sandoval gomez de tunja,501,51,si,201220,101677,2012,semestre 2,2012-08-01
201220,66612573,f,26,colegio guillermo leon valencia,334,49,si,201510,101677,2012,semestre 2,2012-08-01
201220,66612574,f,24,institucion educativa magdalena,278,42,no,201720,101677,2012,semestre 2,2012-08-01
201220,66612575,f,44,ie tecnica pio alberto ferro pena,40,37,si,201320,101677,2012,semestre 2,2012-08-01
201220,66612576,f,26,instituto tecnico gonzalo suarez rendon,312,48,si,201420,101677,2012,semestre 2,2012-08-01
201220,77112501,f,27,colegio guillermo leon valencia,41,43,si,201410,20700,2012,semestre 2,2012-08-01
201220,77112502,f,24,ie juan jose rondon - soata,55,54,no,201820,20700,2012,semestre 2,2012-08-01
201220,77112503,m,27,inst tec empresarial,42,41,no,201920,20700,2012,semestre 2,2012-08-01
201220,77112506,f,25,institucion educativa integrado joaquin gonzalez camargo,44,44,no,201820,20700,2012,semestre 2,2012-08-01
201220,77112510,f,25,colegio jesus eucaristia,45,44,no,201720,20700,2012,semestre 2,2012-08-01
201220,77112511,m,23,instituto tecnico gonzalo suarez rendon,47,46,no,201720,20700,2012,semestre 2,2012-08-01
201220,77112512,f,24,colegio nuestra senora del rosario - tunja,60,59,no,201810,20700,2012,semestre 2,2012-08-01
